OBJECTID,NAME_PY,NAME_CH,NAME_FT,X_COORD,Y_COORD,PRES_LOC,TYPE_PY,TYPE_CH,LEV_RANK,BEG_YR,BEG_RULE,END_YR,END_RULE,DYN_PY,DYN_CH,LEV1_PY,LEV1_CH,LEV2_PY,LEV2_CH,CNTY_PY,CNTY_CH,NOTE_ID,OBJ_TYPE,SYS_ID,GEO_SRC,COMPILER,GEOCOMP,CHECKER,ENT_DATE
1,Yancheng Xian,盐城县,鹽城縣,120.133720,33.385162,江苏盐城市治,Xian,县,6,1911,9,1911,9,,,Jiangsu,江苏,Huai'an Fu,淮安府,,,120001,POINT,121001,FROM_AC,满志敏,满志敏,,2002/05/15
2,Funing Xian,阜宁县,阜寧縣,119.792748,33.791904,江苏阜宁县治,Xian,县,6,1911,9,1911,9,,,Jiangsu,江苏,Huai'an Fu,淮安府,,,120001,POINT,121002,FROM_AC,满志敏,满志敏,,2002/05/15
3,Shanyang Xian,山阳县,山陽縣,119.141106,33.502789,江苏淮安市治,Xian,县,6,1911,9,1911,9,,,Jiangsu,江苏,Huai'an Fu,淮安府,,,120001,POINT,121003,FROM_AC,满志敏,满志敏,,2002/05/15
4,Qinghe Xian,清河县,清河縣,119.016685,33.588356,江苏淮阴市治,Xian,县,6,1911,9,1911,9,,,Jiangsu,江苏,Huai'an Fu,淮安府,,,120001,POINT,121004,FROM_AC,满志敏,满志敏,,2002/05/15
5,Taoyuan Xian,桃源县,桃源縣,118.654595,33.685890,江苏泗阳县城厢,Xian,县,6,1911,9,1911,9,,,Jiangsu,江苏,Huai'an Fu,淮安府,,,120001,POINT,121005,FROM_AC,满志敏,满志敏,,2002/05/15
6,Andong Xian,安东县,安東縣,119.261231,33.766373,江苏涟水县治,Xian,县,6,1911,9,1911,9,,,Jiangsu,江苏,Huai'an Fu,淮安府,,,120001,POINT,121006,FROM_AC,满志敏,满志敏,,2002/05/15
7,Ganyu Xian,赣榆县,贛榆縣,119.090579,34.896896,江苏赣榆县赣马镇,Xian,县,6,1911,9,1911,9,,,Jiangsu,江苏,Hai Zhou,海州,,,120001,POINT,121007,FROM_AC,满志敏,满志敏,,2002/05/15
8,Shuyang Xian,沭阳县,沭陽縣,118.777321,34.134148,江苏沭阳县治,Xian,县,6,1911,9,1911,9,,,Jiangsu,江苏,Hai Zhou,海州,,,120001,POINT,121008,FROM_AC,满志敏,满志敏,,2002/05/15
9,Feng Xian,丰县,豐縣,116.584183,34.703617,江苏丰县治,Xian,县,6,1911,9,1911,9,,,Jiangsu,江苏,Xuzhou Fu,徐州府,,,120001,POINT,121009,FROM_AC,满志敏,满志敏,,2002/05/15
10,Pei Xian,沛县,沛縣,116.926948,34.737995,江苏沛县治,Xian,县,6,1911,9,1911,9,,,Jiangsu,江苏,Xuzhou Fu,徐州府,,,120001,POINT,121010,FROM_AC,满志敏,满志敏,,2002/05/15
11,Dangshan Xian,砀山县,碭山縣,116.340248,34.427879,安徽砀山县治,Xian,县,6,1911,9,1911,9,,,Jiangsu,江苏,Xuzhou Fu,徐州府,,,120001,POINT,121011,FROM_AC,满志敏,满志敏,,2002/05/15
12,Xiao Xian,萧县,蕭縣,116.933830,34.192528,安徽萧县治,Xian,县,6,1911,9,1911,9,,,Jiangsu,江苏,Xuzhou Fu,徐州府,,,120001,POINT,121012,FROM_AC,满志敏,满志敏,,2002/05/15
13,Tongshan Xian,铜山县,銅山縣,117.187683,34.269634,江苏徐州市治,Xian,县,6,1911,9,1911,9,,,Jiangsu,江苏,Xuzhou Fu,徐州府,,,120001,POINT,121013,FROM_AC,满志敏,满志敏,,2002/05/15
14,Pi Zhou,邳州,邳州,117.963066,34.471020,江苏邳县邳城镇,Zhou,州,6,1911,9,1911,9,,,Jiangsu,江苏,Xuzhou Fu,徐州府,,,120001,POINT,121014,FROM_AC,满志敏,满志敏,,2002/05/15
15,Suining Xian,睢宁县,睢寧縣,117.944420,33.899052,江苏睢宁县治,Xian,县,6,1911,9,1911,9,,,Jiangsu,江苏,Xuzhou Fu,徐州府,,,120001,POINT,121015,FROM_AC,满志敏,满志敏,,2002/05/15
16,Suqian Xian,宿迁县,宿遷縣,118.297058,33.958302,江苏宿迁市治,Xian,县,6,1911,9,1911,9,,,Jiangsu,江苏,Xuzhou Fu,徐州府,,,120001,POINT,121016,FROM_AC,满志敏,满志敏,,2002/05/15
17,Taixing Xian,泰兴县,泰興縣,120.016167,32.160381,江苏泰兴县治,Xian,县,6,1911,9,1911,9,,,Jiangsu,江苏,Tong Zhou,通州,,,120001,POINT,121017,FROM_AC,满志敏,满志敏,,2002/05/15
18,Rugao Xian,如皋县,如皋縣,120.558662,32.384022,江苏如皋县治,Xian,县,6,1911,9,1911,9,,,Jiangsu,江苏,Tong Zhou,通州,,,120001,POINT,121018,FROM_AC,满志敏,满志敏,,2002/05/15
19,Xinghua Xian,兴化县,興化縣,119.837273,32.934067,江苏兴化市治,Xian,县,6,1911,9,1911,9,,,Jiangsu,江苏,Yangzhou Fu,扬州府,,,120001,POINT,121019,FROM_AC,满志敏,满志敏,,2002/05/15
20,Dongtai Xian,东台县,東臺縣,120.305725,32.845482,江苏东台市治,Xian,县,6,1911,9,1911,9,,,Jiangsu,江苏,Yangzhou Fu,扬州府,,,120001,POINT,121020,FROM_AC,满志敏,满志敏,,2002/05/15
21,Tai Zhou,泰州,泰州,119.911240,32.495872,江苏泰州市治,Zhou,州,6,1911,9,1911,9,,,Jiangsu,江苏,Yangzhou Fu,扬州府,,,120001,POINT,121021,FROM_AC,满志敏,满志敏,,2002/05/15
22,Baoying Xian,宝应县,寶應縣,119.310043,33.235947,江苏宝应县治,Xian,县,6,1911,9,1911,9,,,Jiangsu,江苏,Yangzhou Fu,扬州府,,,120001,POINT,121022,FROM_AC,满志敏,满志敏,,2002/05/15
23,Gaoyou Zhou,高邮州,高郵州,119.437332,32.790710,江苏高邮县治,Xian,县,6,1911,9,1911,9,,,Jiangsu,江苏,Yangzhou Fu,扬州府,,,120001,POINT,121023,FROM_AC,满志敏,满志敏,,2002/05/15
24,Jiangdu Xian,江都县,江都縣,119.437187,32.391270,江苏扬州市治,Zhou,州,6,1911,9,1911,9,,,Jiangsu,江苏,Yangzhou Fu,扬州府,,,120001,POINT,121024,FROM_AC,满志敏,满志敏,,2002/05/15
25,Yangzi Xian,扬子县,揚子縣,119.177627,32.267544,江苏仪征市治,Xian,县,6,1911,9,1911,9,,,Jiangsu,江苏,Yangzhou Fu,扬州府,,,120001,POINT,121025,FROM_AC,满志敏,满志敏,,2002/05/15
26,Pingyang Xian,平阳县,平陽縣,120.556442,27.675718,浙江平阳县治,Xian,县,6,1911,9,1911,9,,,Zhejiang,浙江,Wenzhou Fu,温州府,,,120008,POINT,121026,FROM_AC,孟刚,孟刚,,2002/06/23
27,Leqing Xian,乐清县,樂清縣,120.957687,28.130676,浙江乐清市治,Xian,县,6,1911,9,1911,9,,,Zhejiang,浙江,Wenzhou Fu,温州府,,,120008,POINT,121027,FROM_AC,孟刚,孟刚,,2002/06/23
28,Yongjia Xian,永嘉县,永嘉縣,120.652824,28.018162,浙江温州市市治,Xian,县,6,1911,9,1911,9,,,Zhejiang,浙江,Wenzhou Fu,温州府,,,120008,POINT,121028,FROM_AC,孟刚,孟刚,,2002/06/23
29,Rui'an Xian,瑞安县,瑞安縣,120.630691,27.790512,浙江瑞安市市治,Xian,县,6,1911,9,1911,9,,,Zhejiang,浙江,Wenzhou Fu,温州府,,,120008,POINT,121029,FROM_AC,孟刚,孟刚,,2002/06/23
30,Taishun Xian,泰顺县,泰順縣,119.710464,27.557787,浙江泰顺县罗阳镇,Xian,县,6,1911,9,1911,9,,,Zhejiang,浙江,Wenzhou Fu,温州府,,,120008,POINT,121030,FROM_AC,孟刚,孟刚,,2002/06/23
31,Qingtian Xian,青田县,青田縣,120.288155,28.143875,浙江青田县县治鹤城镇,Xian,县,6,1911,9,1911,9,,,Zhejiang,浙江,Chuzhou Fu,处州府,,,120008,POINT,121031,FROM_AC,孟刚,孟刚,,2002/06/23
32,Lishui Xian,丽水县,麗水縣,119.913009,28.448732,浙江丽水市市治,Xian,县,6,1911,9,1911,9,,,Zhejiang,浙江,Chuzhou Fu,处州府,,,120008,POINT,121032,FROM_AC,孟刚,孟刚,,2002/06/23
33,Jinyun Xian,缙云县,縉云縣,120.058441,28.648392,浙江缙云县县治五云镇,Xian,县,6,1911,9,1911,9,,,Zhejiang,浙江,Chuzhou Fu,处州府,,,120008,POINT,121033,FROM_AC,孟刚,孟刚,,2002/06/23
34,Songyang Xian,松阳县,松陽縣,119.485344,28.450748,浙江松阳县县治西屏镇,Xian,县,6,1911,9,1911,9,,,Zhejiang,浙江,Chuzhou Fu,处州府,,,120008,POINT,121034,FROM_AC,孟刚,孟刚,,2002/06/23
35,Yunhe Xian,云和县,云和縣,119.563759,28.112402,浙江云和县县治,Xian,县,6,1911,9,1911,9,,,Zhejiang,浙江,Chuzhou Fu,处州府,,,120008,POINT,121035,FROM_AC,孟刚,孟刚,,2002/06/23
36,Suichang Xian,遂昌县,遂昌縣,119.263466,28.587894,浙江遂昌县县治,Xian,县,6,1911,9,1911,9,,,Zhejiang,浙江,Chuzhou Fu,处州府,,,120008,POINT,121036,FROM_AC,孟刚,孟刚,,2002/06/23
37,Jingning Xian,景宁县,景寧縣,119.643166,27.974432,浙江景宁县县治鹤溪镇,Xian,县,6,1911,9,1911,9,,,Zhejiang,浙江,Chuzhou Fu,处州府,,,120008,POINT,121037,FROM_AC,孟刚,孟刚,,2002/06/23
38,Qingyuan Xian,庆元县,慶元縣,119.051315,27.614202,浙江庆元县县治,Xian,县,6,1911,9,1911,9,,,Zhejiang,浙江,Chuzhou Fu,处州府,,,120008,POINT,121038,FROM_AC,孟刚,孟刚,,2002/06/23
39,Longquan Xian,龙泉县,龍泉縣,119.120910,28.082565,浙江龙泉市市治,Xian,县,6,1911,9,1911,9,,,Zhejiang,浙江,Chuzhou Fu,处州府,,,120008,POINT,121039,FROM_AC,孟刚,孟刚,,2002/06/23
40,Xuanping Xian,宣平县,宣平縣,119.596447,28.626259,浙江武义县柳城,Xian,县,6,1911,9,1911,9,,,Zhejiang,浙江,Chuzhou Fu,处州府,,,120008,POINT,121040,FROM_AC,孟刚,孟刚,,2002/06/23
41,Raoping Xian,饶平县,饒平縣,116.822929,23.982491,广东饶平县三饶,Xian,县,6,1911,9,1911,9,,,Guangdong,广东,Chaozhou Fu,潮州府,,饶平县,120007,POINT,121041,FROM_AC,孟刚,孟刚,,2002/10/31
42,Chenghai Xian,澄海县,澄海縣,116.768069,23.463140,广东澄海县县治城关镇,Xian,县,6,1911,9,1911,9,,,Guangdong,广东,Chaozhou Fu,潮州府,,澄海县,120007,POINT,121042,FROM_AC,孟刚,孟刚,,2002/10/31
43,Haiyang Xian,海阳县,海陽縣,116.636658,23.667706,广东潮州市市治,Xian,县,6,1911,9,1911,9,,,Guangdong,广东,Chaozhou Fu,潮州府,,海阳县,120007,POINT,121043,FROM_AC,孟刚,孟刚,,2002/10/31
44,Dapu Xian,大埔县,大埔縣,116.685440,24.517746,广东大埔县茶阳镇,Xian,县,6,1911,9,1911,9,,,Guangdong,广东,Chaozhou Fu,潮州府,,大埔县,120007,POINT,121044,FROM_AC,孟刚,孟刚,,2002/10/31
45,Fengshun Xian,丰顺县,豐順縣,116.201851,23.951487,广东丰顺县丰良镇,Xian,县,6,1911,9,1911,9,,,Guangdong,广东,Chaozhou Fu,潮州府,,丰顺县,120007,POINT,121045,FROM_AC,孟刚,孟刚,,2002/10/31
46,Chaoyang Xian,潮阳县,潮陽縣,116.594063,23.260954,广东潮阳县县治棉城镇,Xian,县,6,1911,9,1911,9,,,Guangdong,广东,Chaozhou Fu,潮州府,,潮阳县,120007,POINT,121046,FROM_AC,孟刚,孟刚,,2002/10/31
47,Huilai Xian,惠来县,惠來縣,116.288513,23.039129,广东惠来县县治,Xian,县,6,1911,9,1911,9,,,Guangdong,广东,Chaozhou Fu,潮州府,,惠来县,120007,POINT,121047,FROM_AC,孟刚,孟刚,,2002/10/31
48,Puning Xian,普宁县,普寧縣,116.206383,23.442375,广东普宁县洪阳镇,Xian,县,6,1911,9,1911,9,,,Guangdong,广东,Chaozhou Fu,潮州府,,普宁县,120007,POINT,121048,FROM_AC,孟刚,孟刚,,2002/10/31
49,Jieyang Xian,揭阳县,揭陽縣,116.349769,23.542976,广东揭阳县县治榕城镇,Xian,县,6,1911,9,1911,9,,,Guangdong,广东,Chaozhou Fu,潮州府,,揭阳县,120007,POINT,121049,FROM_AC,孟刚,孟刚,,2002/10/31
50,Zhenping Xian,镇平县,鎮平縣,116.170181,24.651356,广东蕉岭县县治蕉城镇,Xian,县,6,1911,9,1911,9,,,Guangdong,广东,Jiaying Zhou,嘉应州,,镇平县,120007,POINT,121050,FROM_AC,孟刚,孟刚,,2002/10/31
51,Pingyuan Xian,平远县,平遠縣,115.881264,24.811316,广东平远县县治仁居镇,Xian,县,6,1911,9,1911,9,,,Guangdong,广东,Jiaying Zhou,嘉应州,,平远县,120007,POINT,121051,FROM_AC,孟刚,孟刚,,2002/10/31
52,Xingning Xian,兴宁县,興寧縣,115.727348,24.138691,广东兴宁县县治兴城镇,Xian,县,6,1911,9,1911,9,,,Guangdong,广东,Jiaying Zhou,嘉应州,,兴宁县,120007,POINT,121052,FROM_AC,孟刚,孟刚,,2002/10/31
53,Changle Xian,长乐县,長樂縣,115.616440,24.066050,广东五华县华城镇,Xian,县,6,1911,9,1911,9,,,Guangdong,广东,Jiaying Zhou,嘉应州,,长乐县,120007,POINT,121053,FROM_AC,孟刚,孟刚,,2002/10/31
54,Longchuan Xian,龙川县,龍川縣,115.186172,24.060003,广东龙川县佗城镇,Xian,县,6,1911,9,1911,9,,,Guangdong,广东,Huizhou Fu,惠州府,,龙川县,120007,POINT,121054,FROM_AC,孟刚,孟刚,,2002/10/31
55,Heping Xian,和平县,和平縣,114.932358,24.439734,广东和平县阳明镇,Xian,县,6,1911,9,1911,9,,,Guangdong,广东,Huizhou Fu,惠州府,,和平县,120007,POINT,121055,FROM_AC,孟刚,孟刚,,2002/10/31
56,Heyuan Xian,河源县,河源縣,114.691460,23.736834,广东河源市市治源城镇,Xian,县,6,1911,9,1911,9,,,Guangdong,广东,Huizhou Fu,惠州府,,河源县,120007,POINT,121056,FROM_AC,孟刚,孟刚,,2002/10/31
57,Lufeng Xian,陆丰县,陸豐縣,115.641083,22.948467,广东陆丰县县治东海镇,Xian,县,6,1911,9,1911,9,,,Guangdong,广东,Huizhou Fu,惠州府,,陆丰县,120007,POINT,121057,FROM_AC,孟刚,孟刚,,2002/10/31
58,Haifeng Xian,海丰县,海豐縣,115.334808,22.975712,广东海丰县县治海城镇,Xian,县,6,1911,9,1911,9,,,Guangdong,广东,Huizhou Fu,惠州府,,海丰县,120007,POINT,121058,FROM_AC,孟刚,孟刚,,2002/10/31
59,Lianping Zhou,连平州,連平州,114.482353,24.357727,广东连平县县治元善镇,Zhou,州,6,1911,9,1911,9,,,Guangdong,广东,Huizhou Fu,惠州府,,连平州,120007,POINT,121059,FROM_AC,孟刚,孟刚,,2002/10/31
60,Boluo Xian,博罗县,博羅縣,114.273606,23.172247,广东博罗县县治县城镇,Xian,县,6,1911,9,1911,9,,,Guangdong,广东,Huizhou Fu,惠州府,,博罗县,120007,POINT,121060,FROM_AC,孟刚,孟刚,,2002/10/31
61,Yong'an Xian,永安县,永安縣,115.173058,23.643053,广东紫金县县治紫城镇,Xian,县,6,1911,9,1911,9,,,Guangdong,广东,Huizhou Fu,惠州府,,永安县,120007,POINT,121061,FROM_AC,孟刚,孟刚,,2002/10/31
62,Changning Xian,长宁县,長寧縣,114.201706,24.062494,广东新丰县县治,Xian,县,6,1911,9,1911,9,,,Guangdong,广东,Huizhou Fu,惠州府,,长宁县,120007,POINT,121062,FROM_AC,孟刚,孟刚,,2002/10/31
63,Guishan Xian,归善县,歸善縣,114.427112,23.092896,广东惠州市（东岸）,Xian,县,6,1911,9,1911,9,,,Guangdong,广东,Huizhou Fu,惠州府,,归善县,120007,POINT,121063,FROM_FD,孟刚,孟刚,,2002/10/31
64,Shixing Xian,始兴县,始興縣,114.063148,24.945763,广东始兴县县治太平镇,Xian,县,6,1911,9,1911,9,,,Guangdong,广东,Nanxiong Zhou,南雄州,,始兴县,120007,POINT,121064,FROM_AC,孟刚,孟刚,,2002/10/31
65,Wengyuan Xian,翁源县,翁源縣,113.820320,24.375137,广东翁源县翁城镇,Xian,县,6,1911,9,1911,9,,,Guangdong,广东,Shaozhou Fu,韶州府,,翁源县,120007,POINT,121065,FROM_AC,孟刚,孟刚,,2002/10/31
66,Yingde Xian,英德县,英德縣,113.402077,24.172937,广东英德县县治英城镇,Xian,县,6,1911,9,1911,9,,,Guangdong,广东,Shaozhou Fu,韶州府,,英德县,120007,POINT,121066,FROM_AC,孟刚,孟刚,,2002/10/31
67,Ruyuan Xian,乳源县,乳源縣,113.269264,24.784229,广东乳源县县治乳城镇,Xian,县,6,1911,9,1911,9,,,Guangdong,广东,Shaozhou Fu,韶州府,,乳源县,120007,POINT,121067,FROM_AC,孟刚,孟刚,,2002/10/31
68,Renhua Xian,仁化县,仁化縣,113.743118,25.090054,广东仁化县县治仁化镇,Xian,县,6,1911,9,1911,9,,,Guangdong,广东,Shaozhou Fu,韶州府,,仁化县,120007,POINT,121068,FROM_AC,孟刚,孟刚,,2002/10/31
69,Lechang Xian,乐昌县,樂昌縣,113.346794,25.134874,广东乐昌县县治乐城镇,Xian,县,6,1911,9,1911,9,,,Guangdong,广东,Shaozhou Fu,韶州府,,仁化县,120007,POINT,121069,FROM_AC,孟刚,孟刚,,2002/10/31
70,Qujiang Xian,曲江县,曲江縣,113.603417,24.810209,广东韶关市治,Xian,县,6,1911,9,1911,9,,,Guangdong,广东,Shaozhou Fu,韶州府,,曲江县,120007,POINT,121070,FROM_AC,孟刚,孟刚,,2002/10/31
71,Nanhai Xian,南海县,南海縣,113.256066,23.134624,广东广州市市治,Xian,县,6,1911,9,1911,9,,,Guangdong,广东,Guangzhou Fu,广州府,,南海县,120007,POINT,121071,FROM_AC,孟刚,孟刚,,2002/10/31
72,Fanyu Xian,番禺县,番禺縣,113.256066,23.134624,广东广州市市治,Xian,县,6,1911,9,1911,9,,,Guangdong,广东,Guangzhou Fu,广州府,,番禺县,120007,POINT,121072,FROM_AC,孟刚,孟刚,,2002/10/31
73,Shunde Xian,顺德县,順德縣,113.253921,22.847860,广东顺德县县治大良镇,Xian,县,6,1911,9,1911,9,,,Guangdong,广东,Guangzhou Fu,广州府,,顺德县,120007,POINT,121073,FROM_AC,孟刚,孟刚,,2002/10/31
74,Dongwan Xian,东莞县,東莞縣,113.749817,23.046623,广东东莞市市治莞城镇,Xian,县,6,1911,9,1911,9,,,Guangdong,广东,Guangzhou Fu,广州府,,东莞县,120007,POINT,121074,FROM_AC,孟刚,孟刚,,2002/10/31
75,Xin'an Xian,新安县,新安縣,113.918579,22.545151,广东深圳市南头,Xian,县,6,1911,9,1911,9,,,Guangdong,广东,Guangzhou Fu,广州府,,新安县,120007,POINT,121075,FROM_AC,孟刚,孟刚,,2002/10/31
76,Zengcheng Xian,增城县,增城縣,113.829155,23.292559,广东增城县县治荔城镇,Xian,县,6,1911,9,1911,9,,,Guangdong,广东,Guangzhou Fu,广州府,,增城县,120007,POINT,121076,FROM_AC,孟刚,孟刚,,2002/10/31
77,Longmen Xian,龙门县,龍門縣,114.243088,23.739285,广东龙门县县治龙城镇,Xian,县,6,1911,9,1911,9,,,Guangdong,广东,Guangzhou Fu,广州府,,龙门县,120007,POINT,121077,FROM_AC,孟刚,孟刚,,2002/10/31
78,Conghua Xian,从化县,從化縣,113.581101,23.555426,广东从化县县治街口镇,Xian,县,6,1911,9,1911,9,,,Guangdong,广东,Guangzhou Fu,广州府,,从化县,120007,POINT,121078,FROM_AC,孟刚,孟刚,,2002/10/31
79,Qingyuan Xian,清远县,清遠縣,113.022133,23.720728,广东清远市市治清城镇,Xian,县,6,1911,9,1911,9,,,Guangdong,广东,Guangzhou Fu,广州府,,清远县,120007,POINT,121079,FROM_AC,孟刚,孟刚,,2002/10/31
80,Sanshui Xian,三水县,三水縣,112.828033,23.176750,广东三水县河口镇,Xian,县,6,1911,9,1911,9,,,Guangdong,广东,Guangzhou Fu,广州府,,三水县,120007,POINT,121080,FROM_AC,孟刚,孟刚,,2002/10/31
81,Xiangshan Xian,香山县,香山縣,113.373604,22.525810,广东中山市市治,Xian,县,6,1911,9,1911,9,,,Guangdong,广东,Guangzhou Fu,广州府,,香山县,120007,POINT,121081,FROM_AC,孟刚,孟刚,,2002/10/31
82,Xinhui Xian,新会县,新會縣,113.038399,22.526581,广东新会县县治会成镇,Xian,县,6,1911,9,1911,9,,,Guangdong,广东,Guangzhou Fu,广州府,,新会县,120007,POINT,121082,FROM_AC,孟刚,孟刚,,2002/10/31
83,Xinning Xian,新宁县,新寧縣,112.794418,22.251373,广东台山县县治台城镇,Xian,县,6,1911,9,1911,9,,,Guangdong,广东,Guangzhou Fu,广州府,,新宁县,120007,POINT,121083,FROM_AC,孟刚,孟刚,,2002/10/31
84,Gaoyao Xian,高要县,高要縣,112.453155,23.056921,广东肇庆市,Xian,县,6,1911,9,1911,9,,,Guangdong,广东,Zhaoqing Fu,肇庆府,,高要县,120007,POINT,121084,FROM_AC,孟刚,孟刚,,2002/10/31
85,Sihui Xian,四会县,四會縣,112.694534,23.348709,广东四会县县治会城镇,Xian,县,6,1911,9,1911,9,,,Guangdong,广东,Zhaoqing Fu,肇庆府,,四会县,120007,POINT,121085,FROM_AC,孟刚,孟刚,,2002/10/31
86,Xinxing Xian,新兴县,新興縣,112.225082,22.702915,广东新兴县县治新城镇,Xian,县,6,1911,9,1911,9,,,Guangdong,广东,Zhaoqing Fu,肇庆府,,新兴县,120007,POINT,121086,FROM_AC,孟刚,孟刚,,2002/10/31
87,Yangchun Xian,阳春县,陽春縣,111.790680,22.175907,广东阳春县县治春城镇,Xian,县,6,1911,9,1911,9,,,Guangdong,广东,Zhaoqing Fu,肇庆府,,阳春县,120007,POINT,121087,FROM_AC,孟刚,孟刚,,2002/10/31
88,Enping Xian,恩平县,恩平縣,112.307472,22.191948,广东恩平县县治恩城镇,Xian,县,6,1911,9,1911,9,,,Guangdong,广东,Zhaoqing Fu,肇庆府,,恩平县,120007,POINT,121088,FROM_AC,孟刚,孟刚,,2002/10/31
89,Gaoming Xian,高明县,高明縣,112.695587,22.862335,广东高明县明城镇,Xian,县,6,1911,9,1911,9,,,Guangdong,广东,Zhaoqing Fu,肇庆府,,高明县,120007,POINT,121089,FROM_AC,孟刚,孟刚,,2002/10/31
90,Heshan Xian,鹤山县,鶴山縣,112.823670,22.644087,广东鹤山县鹤城镇,Xian,县,6,1911,9,1911,9,,,Guangdong,广东,Zhaoqing Fu,肇庆府,,鹤山县,120007,POINT,121090,FROM_AC,孟刚,孟刚,,2002/10/31
91,Kaiping Xian,开平县,開平縣,112.544548,22.478264,广东开平县苍城镇,Xian,县,6,1911,9,1911,9,,,Guangdong,广东,Zhaoqing Fu,肇庆府,,开平县,120007,POINT,121091,FROM_AC,孟刚,孟刚,,2002/10/31
92,Guangning Xian,广宁县,廣寧縣,112.431320,23.642736,广东广宁县县治南街镇,Xian,县,6,1911,9,1911,9,,,Guangdong,广东,Zhaoqing Fu,肇庆府,,广宁县,120007,POINT,121092,FROM_AC,孟刚,孟刚,,2002/10/31
93,Deqing Zhou,德庆州,德慶州,111.771019,23.146791,广东德庆县县治德城镇,Zhou,州,6,1911,9,1911,9,,,Guangdong,广东,Zhaoqing Fu,肇庆府,,德庆州,120007,POINT,121093,FROM_AC,孟刚,孟刚,,2002/10/31
94,Fengchuan Xian,封川县,封川縣,111.509407,23.400047,广东封开县封川镇,Xian,县,6,1911,9,1911,9,,,Guangdong,广东,Zhaoqing Fu,肇庆府,,封川县,120007,POINT,121094,FROM_AC,孟刚,孟刚,,2002/10/31
95,Kaijian Xian,开建县,開建縣,111.804092,23.758680,广东封开县南丰镇,Xian,县,6,1911,9,1911,9,,,Guangdong,广东,Zhaoqing Fu,肇庆府,,开建县,120007,POINT,121095,FROM_AC,孟刚,孟刚,,2002/10/31
96,Maoming Xian,茂名县,茂名縣,110.853813,21.919214,广东高州县县治,Xian,县,6,1911,9,1911,9,,,Guangdong,广东,Gaozhou Fu,高州府,,茂名县,120007,POINT,121096,FROM_AC,孟刚,孟刚,,2002/10/31
97,Wuchuan Xian,吴川县,吳川縣,110.682602,21.350586,广东吴川县吴阳,Xian,县,6,1911,9,1911,9,,,Guangdong,广东,Gaozhou Fu,高州府,,吴川县,120007,POINT,121097,FROM_AC,孟刚,孟刚,,2002/10/31
98,Hua Zhou,化州,化州,110.625313,21.654028,广东化州县县治附城镇,Zhou,州,6,1911,9,1911,9,,,Guangdong,广东,Gaozhou Fu,高州府,,化州,120007,POINT,121098,FROM_AC,孟刚,孟刚,,2002/10/31
99,Dianbai Xian,电白县,電白縣,111.293335,21.512405,广东电白县电城镇,Xian,县,6,1911,9,1911,9,,,Guangdong,广东,Gaozhou Fu,高州府,,电白县,120007,POINT,121099,FROM_AC,孟刚,孟刚,,2002/10/31
100,Shicheng Xian,石城县,石城縣,110.273559,21.593603,广东廉江县石城镇,Xian,县,6,1911,9,1911,9,,,Guangdong,广东,Gaozhou Fu,高州府,,石城县,120007,POINT,121100,FROM_AC,孟刚,孟刚,,2002/10/31
101,Haikang Xian,海康县,海康縣,110.087914,20.901958,广东海康县县治雷城镇,Xian,县,6,1911,9,1911,9,,,Guangdong,广东,Leizhou Fu,雷州府,,海康县,120007,POINT,121101,FROM_AC,孟刚,孟刚,,2002/10/31
102,Suixi Xian,遂溪县,遂溪縣,110.250893,21.382980,广东遂溪县县治遂城镇,Xian,县,6,1911,9,1911,9,,,Guangdong,广东,Leizhou Fu,雷州府,,遂溪县,120007,POINT,121102,FROM_AC,孟刚,孟刚,,2002/10/31
103,Xuwen Xian,徐闻县,徐聞縣,110.162781,20.329676,广东徐闻县县治徐城镇,Xian,县,6,1911,9,1911,9,,,Guangdong,广东,Leizhou Fu,雷州府,,徐闻县,120007,POINT,121103,FROM_AC,孟刚,孟刚,,2002/10/31
104,Qiongshan Xian,琼山县,瓊山縣,110.357941,20.008165,海南琼山县县治府城镇,Xian,县,6,1911,9,1911,9,,,Guangdong,广东,Qiongzhou Fu,琼州府,,琼山县,120007,POINT,121104,FROM_AC,孟刚,孟刚,,2002/10/31
105,Wenchang Xian,文昌县,文昌縣,110.755898,19.620953,海南文昌县县治文城镇,Xian,县,6,1911,9,1911,9,,,Guangdong,广东,Qiongzhou Fu,琼州府,,文昌县,120007,POINT,121105,FROM_AC,孟刚,孟刚,,2002/10/31
106,Anding Xian,安定县,安定縣,110.318123,19.702471,海南安定县县治定城镇,Xian,县,6,1911,9,1911,9,,,Guangdong,广东,Qiongzhou Fu,琼州府,,安定县,120007,POINT,121106,FROM_AC,孟刚,孟刚,,2002/10/31
107,Chengmai Xian,澄迈县,澄邁縣,110.125142,19.963505,海南澄迈县老城,Xian,县,6,1911,9,1911,9,,,Guangdong,广东,Qiongzhou Fu,琼州府,,澄迈县,120007,POINT,121107,FROM_FD,孟刚,孟刚,,2002/10/31
108,Lehui Xian,乐会县,樂會縣,110.519418,19.156861,海南琼海县朝阳,Xian,县,6,1911,9,1911,9,,,Guangdong,广东,Qiongzhou Fu,琼州府,,乐会县,120007,POINT,121108,FROM_FD,孟刚,孟刚,,2002/10/31
