FID_,OBJECTID,NAME_PY,NAME_CH,NAME_FT,PRES_LOC,TYPE_PY,TYPE_CH,LEV_RANK,BEG_YR,BEG_RULE,END_YR,END_RULE,DYN_PY,DYN_CH,LEV1_PY,LEV1_CH,LEV2_PY,LEV2_CH,NOTE_ID,OBJ_TYPE,SYS_ID,GEO_SRC,COMPILER,GEOCOMP,CHECKER,ENT_DATE,X_COORD,Y_COORD,AREA
,1,Xiao Xian,萧县,蕭縣, ,Xian,县,6,1911,9,1911,9,Qing Chao,清朝,Jiangsu,江苏,Xuzhou Fu,徐州府,120001,POLYGON,196001, ,满志敏,满志敏, , ,116.889999,34.161399,2480.889892
,2,Mayang Xian,麻阳县,麻陽縣, ,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Hunan,湖南,Yuanzhou Fu,沅州府,120006,POLYGON,196002, ,孟刚,孟刚, , ,109.718002,27.788900,1573.859985
,3,Zhijiang Xian,芷江县,芷江縣, ,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Hunan,湖南,Yuanzhou Fu,沅州府,120006,POLYGON,196003, ,孟刚,孟刚, , ,109.721000,27.468700,3060.070068
,4,Qianyang Xian,黔阳县,黔陽縣, ,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Hunan,湖南,Yuanzhou Fu,沅州府,120006,POLYGON,196004, ,孟刚,孟刚, , ,110.110000,27.328599,3403.959960
,5,Yidu Xian,宜都县,宜都縣, ,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Hubei,湖北,Jingzhou Fu,荆州府,120002,POLYGON,196005, ,孟刚,孟刚, , ,111.416999,30.361000,1759.250000
,6,Changning Xian,长宁县,長寧縣, ,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Guangdong,广东,Huizhou Fu,惠州府,120007,POLYGON,196006, ,孟刚,孟刚, , ,114.195999,24.047700,2371.379882
,7,Lianping Zhou,连平州,連平州, ,Zhou,州,6,1911,9,1911,9,Qingchao,清朝,Guangdong,广东,Huizhou Fu,惠州府,120007,POLYGON,196007, ,孟刚,孟刚, , ,114.518997,24.336500,2204.090087
,8,Longchuan Xian,龙川县,龍川縣, ,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Guangdong,广东,Huizhou Fu,惠州府,120007,POLYGON,196008, ,孟刚,孟刚, , ,115.349998,24.327699,3105.350097
,9,Heping Xian,和平县,和平縣, ,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Guangdong,广东,Huizhou Fu,惠州府,120007,POLYGON,196009, ,孟刚,孟刚, , ,114.996002,24.439599,2371.310058
,10,Heyuan Xian,河源县,河源縣, ,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Guangdong,广东,Huizhou Fu,惠州府,120007,POLYGON,196010, ,孟刚,孟刚, , ,114.813003,23.879999,4198.350097
,11,Yong'an Xian,永安县,永安縣, ,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Guangdong,广东,Huizhou Fu,惠州府,120007,POLYGON,196011, ,孟刚,孟刚, , ,115.044998,23.521099,3708.909912
,12,Lufeng Xian,陆丰县,陸豐縣, ,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Guangdong,广东,Huizhou Fu,惠州府,120007,POLYGON,196012, ,孟刚,孟刚, , ,115.722999,23.121999,3192.899902
,13,Haifeng Xian,海丰县,海豐縣, ,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Guangdong,广东,Huizhou Fu,惠州府,120007,POLYGON,196013, ,孟刚,孟刚, , ,115.303001,22.936599,2083.399902
,14,Boluo Xian,博罗县,博羅縣, ,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Guangdong,广东,Huizhou Fu,惠州府,120007,POLYGON,196014, ,孟刚,孟刚, , ,114.263999,23.314500,2796.689941
,15,Guishan Xian,归善县,歸善縣, ,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Guangdong,广东,Huizhou Fu,惠州府,120007,POLYGON,196015, ,孟刚,孟刚, , ,114.721000,23.013299,6382.660156
,16,Shenmu Xian,神木县,神木縣, ,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Yulin Fu,榆林府,120003,POLYGON,196016, ,左鹏,左鹏, , ,110.537002,38.694999,2426.449951
,17,Jia Zhou,葭州,葭州, ,Zhou,州,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Yulin Fu,榆林府,120003,POLYGON,196017, ,左鹏,左鹏, , ,110.403999,38.186199,2645.290039
,18,Yulin Xian,榆林县,榆林縣, ,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Yulin Fu,榆林府,120003,POLYGON,196018, ,左鹏,左鹏, , ,109.985000,38.197898,2367.600097
,19,Huaiyuan Xian,怀远县,懷遠縣, ,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Yulin Fu,榆林府,120003,POLYGON,196019, ,左鹏,左鹏, , ,109.415000,37.758800,2773.010009
,20,Fugu Xian,府谷县,府谷縣, ,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Yulin Fu,榆林府,120003,POLYGON,196020, ,左鹏,左鹏, , ,110.901000,39.040000,2476.139892
,21,Mizhi Xian,米脂县,米脂縣, ,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Suide Zhou,绥德州,120003,POLYGON,196021, ,左鹏,左鹏, , ,109.833000,37.771800,3472.870117
,22,Wubao Xian,吴堡县,吳堡縣, ,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Suide Zhou,绥德州,120003,POLYGON,196022, ,左鹏,左鹏, , ,110.680000,37.586700,424.377990
,23,Suide Zhou,绥德州,綏德州, ,Benzhou,本州,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Suide Zhou,绥德州,120003,POLYGON,196023, ,左鹏,左鹏, , ,110.343002,37.505500,2260.320068
,24,Qingjian Xian,清涧县,清澗縣, ,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Suide Zhou,绥德州,120003,POLYGON,196024, ,左鹏,左鹏, , ,110.167999,37.226600,2525.270019
,25,Anding Xian,安定县,安定縣, ,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Yan'an Fu,延安府,120003,POLYGON,196025, ,左鹏,左鹏, , ,109.603996,37.216300,2487.679931
,26,Fushi Xian,肤施县,膚施縣, ,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Yan'an Fu,延安府,120003,POLYGON,196026, ,左鹏,左鹏, , ,109.549003,36.673198,1968.229980
,27,Dingbian Xian,定边县,定邊縣, ,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Yan'an Fu,延安府,120003,POLYGON,196027, ,左鹏,左鹏, , ,107.736999,37.238899,6356.459960
,28,Jingbian Xian,靖边县,靖邊縣, ,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Yan'an Fu,延安府,120003,POLYGON,196028, ,左鹏,左鹏, , ,108.640998,37.285598,4613.370117
,29,Bao'an Xian,保安县,保安縣, ,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Yan'an Fu,延安府,120003,POLYGON,196029, ,左鹏,左鹏, , ,108.628997,36.723598,3613.510009
,30,Ansai Xian,安塞县,安塞縣, ,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Yan'an Fu,延安府,120003,POLYGON,196030, ,左鹏,左鹏, , ,109.132003,36.816001,4409.720214
,31,Yichuan Xian,宜川县,宜川縣, ,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Yan'an Fu,延安府,120003,POLYGON,196031, ,左鹏,左鹏, , ,110.195999,36.123001,4158.080078
,32,Yanchang Xian,延长县,延長縣, ,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Yan'an Fu,延安府,120003,POLYGON,196032, ,左鹏,左鹏, , ,109.985000,36.603599,1831.609985
,33,Ganquan Xian,甘泉县,甘泉縣, ,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Yan'an Fu,延安府,120003,POLYGON,196033, ,左鹏,左鹏, , ,109.547996,36.294601,2376.389892
,34,Yanchuan Xian,延川县,延川縣, ,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Yan'an Fu,延安府,120003,POLYGON,196034, ,左鹏,左鹏, , ,110.084999,36.862300,1798.719970
,35,Fu Zhou,鄜州,鄜州, ,Benzhou,本州,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Fu Zhou,鄜州,120003,POLYGON,196035, ,左鹏,左鹏, , ,109.038002,36.013801,4058.739990
,36,Zhongbu Xian,中部县,中部縣, ,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Fu Zhou,鄜州,120003,POLYGON,196036, ,左鹏,左鹏, , ,108.945999,35.667800,1575.369995
,37,Luochuan Xian,洛川县,洛川縣, ,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Fu Zhou,鄜州,120003,POLYGON,196037, ,左鹏,左鹏, , ,109.680000,35.738899,3225.669921
,38,Yijun Xian,宜君县,宜君縣, ,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Fu Zhou,鄜州,120003,POLYGON,196038, ,左鹏,左鹏, , ,108.997001,35.411701,2880.550048
,39,Chunhua Xian,淳化县,淳化縣, ,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Bin Zhou,邠州,120003,POLYGON,196039, ,左鹏,左鹏, , ,108.556999,34.869201,969.713012
,40,Changwu Xian,长武县,長武縣, ,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Bin Zhou,邠州,120003,POLYGON,196040, ,左鹏,左鹏, , ,107.825996,35.165298,559.588989
,41,Bin Zhou,邠州,邠州, ,Benzhou,本州,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Bin Zhou,邠州,120003,POLYGON,196041, ,左鹏,左鹏, , ,108.058998,35.046100,1200.209960
,42,Sanshui Xian,三水县,三水縣, ,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Bin Zhou,邠州,120003,POLYGON,196042, ,左鹏,左鹏, , ,108.378997,35.147300,1185.770019
,43,Yongshou Xian,永寿县,永壽縣, ,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Qian Zhou,乾州,120003,POLYGON,196043, ,左鹏,左鹏, , ,108.054000,34.578701,119.457000
,44,Wugong Xian,武功县,武功縣, ,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Qian Zhou,乾州,120003,POLYGON,196044, ,左鹏,左鹏, , ,108.164001,34.309299,466.475006
,45,Yongshou Xian,永寿县,永壽縣, ,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Qian Zhou,乾州,120003,POLYGON,196045, ,左鹏,左鹏, , ,108.138000,34.809600,750.557006
,46,Qian Zhou,乾州,乾州, ,Benzhou,本州,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Qian Zhou,乾州,120003,POLYGON,196046, ,左鹏,左鹏, , ,108.213996,34.526401,1000.580017
,47,Chaoyi Xian,朝邑县,朝邑縣, ,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Tongzhou Fu,同州府,120003,POLYGON,196047, ,左鹏,左鹏, , ,110.137001,34.820800,1003.989990
,48,Hancheng Xian,韩城县,韓城縣, ,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Tongzhou Fu,同州府,120003,POLYGON,196048, ,左鹏,左鹏, , ,110.329002,35.575298,2044.209960
,49,Heyang Xian,郃阳县,郃陽縣, ,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Tongzhou Fu,同州府,120003,POLYGON,196049, ,左鹏,左鹏, , ,110.169998,35.230899,1481.119995
,50,Huayin Xian,华阴县,華陰縣, ,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Tongzhou Fu,同州府,120003,POLYGON,196050, ,左鹏,左鹏, , ,110.075996,34.531501,832.414978
,51,Dali Xian,大荔县,大荔縣, ,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Tongzhou Fu,同州府,120003,POLYGON,196051, ,左鹏,左鹏, , ,109.865997,34.767398,807.091979
,52,Chengcheng Xian,澄城县,澄城縣, ,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Tongzhou Fu,同州府,120003,POLYGON,196052, ,左鹏,左鹏, , ,109.888000,35.284500,1439.000000
,53,Baishui Xian,白水县,白水縣, ,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Tongzhou Fu,同州府,120003,POLYGON,196053, ,左鹏,左鹏, , ,109.568000,35.270198,926.879028
,54,Pucheng Xian,蒲城县,蒲城縣, ,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Tongzhou Fu,同州府,120003,POLYGON,196054, ,左鹏,左鹏, , ,109.589996,34.985599,1753.109985
,55,Hua Zhou,华州,華州, ,Zhou,州,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Tongzhou Fu,同州府,120003,POLYGON,196055, ,左鹏,左鹏, , ,109.799003,34.410099,1143.140014
,56,Tongguan Ting,潼关厅,潼關廳, ,Ting,厅,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Tongzhou Fu,同州府,120003,POLYGON,196056, ,左鹏,左鹏, , ,110.273002,34.601100,14.423399
,57,Fuping Xian,富平县,富平縣, ,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Xi'an Fu,西安府,120003,POLYGON,196057, ,左鹏,左鹏, , ,109.221000,34.875499,1239.910034
,58,Lantian Xian,蓝田县,藍田縣, ,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Xi'an Fu,西安府,120003,POLYGON,196058, ,左鹏,左鹏, , ,109.415000,34.065700,2119.000000
,59,Yao Zhou,耀州,耀州, ,Zhou,州,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Xi'an Fu,西安府,120003,POLYGON,196059, ,左鹏,左鹏, , ,108.781997,35.025600,1072.160034
,60,Tongguan Xian,同官县,同官縣, ,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Xi'an Fu,西安府,120003,POLYGON,196060, ,左鹏,左鹏, , ,109.078002,35.125701,1143.760009
,61,Weinan Xian,渭南县,渭南縣, ,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Xi'an Fu,西安府,120003,POLYGON,196061, ,左鹏,左鹏, , ,109.553001,34.552898,1257.859985
,62,Lintong Xian,临潼县,臨潼縣, ,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Xi'an Fu,西安府,120003,POLYGON,196062, ,左鹏,左鹏, , ,109.285003,34.507801,1149.920043
,63,Sanyuan Xian,三原县,三原縣, ,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Xi'an Fu,西安府,120003,POLYGON,196063, ,左鹏,左鹏, , ,108.966003,34.705299,556.861022
,64,Gaoling Xian,高陵县,高陵縣, ,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Xi'an Fu,西安府,120003,POLYGON,196064, ,左鹏,左鹏, , ,109.060997,34.517200,296.346984
,65,Xianning Xian,咸宁县,咸寧縣, ,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Xi'an Fu,西安府,120003,POLYGON,196065, ,左鹏,左鹏, , ,109.069000,34.142101,1294.770019
,66,Chang'an Xian,长安县,長安縣, ,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Xi'an Fu,西安府,120003,POLYGON,196066, ,左鹏,左鹏, , ,108.834999,34.195098,869.267028
,67,Xiaoyi Ting,孝义厅,孝義廳, ,Ting,厅,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Xi'an Fu,西安府,120003,POLYGON,196067, ,左鹏,左鹏, , ,108.986000,33.664901,1726.359985
,68,Hu Xian,鄠县,鄠縣, ,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Xi'an Fu,西安府,120003,POLYGON,196068, ,左鹏,左鹏, , ,108.623001,34.009201,850.429016
,69,Xianyang Xian,咸阳县,咸陽縣, ,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Xi'an Fu,西安府,120003,POLYGON,196069, ,左鹏,左鹏, , ,108.724998,34.393798,530.007995
,70,Jingyang Xian,泾阳县,涇陽縣, ,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Xi'an Fu,西安府,120003,POLYGON,196070, ,左鹏,左鹏, , ,108.765998,34.611598,786.445007
,71,Xingping Xian,兴平县,興平縣, ,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Xi'an Fu,西安府,120003,POLYGON,196071, ,左鹏,左鹏, , ,108.460998,34.307399,497.770996
,72,Liquan Xian,醴泉县,醴泉縣, ,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Xi'an Fu,西安府,120003,POLYGON,196072, ,左鹏,左鹏, , ,108.469001,34.595500,1019.049987
,73,Ningshan Ting,宁陕厅,寧陜廳, ,Ting,厅,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Xi'an Fu,西安府,120003,POLYGON,196073, ,左鹏,左鹏, , ,108.478996,33.583698,3911.500000
,74,Zhouzhi Xian,盩厔县,盩厔縣, ,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Xi'an Fu,西安府,120003,POLYGON,196074, ,左鹏,左鹏, , ,108.272003,34.039699,2093.959960
,75,Baoji Xian,宝鸡县,寶鷄縣,_modify,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Fengxiang Fu,凤翔府,120003,POLYGON,196075, ,左鹏,左鹏, , ,107.193000,34.247898,2849.899902
,76,Fufeng Xian,扶风县,扶風縣, ,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Fengxiang Fu,凤翔府,120003,POLYGON,196076, ,左鹏,左鹏, , ,107.915000,34.400798,776.168029
,77,Linyou Xian,麟游县,麟游縣, ,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Fengxiang Fu,凤翔府,120003,POLYGON,196077, ,左鹏,左鹏, , ,107.705001,34.770099,1768.829956
,78,Qishan Xian,岐山县,岐山縣, ,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Fengxiang Fu,凤翔府,120003,POLYGON,196078, ,左鹏,左鹏, , ,107.617996,34.240898,1176.780029
,79,Qianyang Xian,汧阳县,汧陽縣,_modify,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Fengxiang Fu,凤翔府,120003,POLYGON,196079, ,左鹏,左鹏, , ,107.171997,34.763301,1017.770019
,80,Long Zhou,陇州,隴州, ,Zhou,州,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Fengxiang Fu,凤翔府,120003,POLYGON,196080, ,左鹏,左鹏, , ,106.754997,34.743000,3994.479980
,81,Fengxiang Xian,凤翔县,鳳翔縣, ,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Fengxiang Fu,凤翔府,120003,POLYGON,196081, ,左鹏,左鹏, , ,107.434997,34.569698,1323.160034
,82,Mei Xian,郿县,郿縣, ,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Fengxiang Fu,凤翔府,120003,POLYGON,196082, ,左鹏,左鹏, , ,107.793998,34.114898,1027.479980
,83,Ningqiang Zhou,宁羌州,寧羌州, ,Zhou,州,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Hanzhong Fu,汉中府,120003,POLYGON,196083, ,左鹏,左鹏, , ,106.188003,32.895198,3749.469970
,84,Liuba Ting,留坝厅,留壩廳, ,Ting,厅,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Hanzhong Fu,汉中府,120003,POLYGON,196084, ,左鹏,左鹏, , ,106.988998,33.718200,1783.189941
,85,Baocheng Xian,褒城县,褒城縣, ,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Hanzhong Fu,汉中府,120003,POLYGON,196085, ,左鹏,左鹏, , ,106.878997,33.188899,1513.829956
,86,Nanzheng Xian,南郑县,南鄭縣, ,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Hanzhong Fu,汉中府,120003,POLYGON,196086, ,左鹏,左鹏, , ,107.023002,32.938701,1556.630004
,87,Xixiang Xian,西乡县,西鄉縣, ,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Hanzhong Fu,汉中府,120003,POLYGON,196087, ,左鹏,左鹏, , ,107.750000,32.886501,3344.699951
,88,Dingyuan Ting,定远厅,定遠廳, ,Ting,厅,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Hanzhong Fu,汉中府,120003,POLYGON,196088, ,左鹏,左鹏, , ,107.874000,32.505100,3327.840087
,89,Lueyang Xian,略阳县,略陽縣,_Modify,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Hanzhong Fu,汉中府,120003,POLYGON,196089, ,左鹏,左鹏, , ,106.153999,33.378398,2801.080078
,90,Mian Xian,沔县,沔縣, ,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Hanzhong Fu,汉中府,120003,POLYGON,196090, ,左鹏,左鹏, , ,106.625999,33.229099,1978.939941
,91,Feng Xian,凤县,鳳縣, ,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Hanzhong Fu,汉中府,120003,POLYGON,196091, ,左鹏,左鹏, , ,106.783996,33.955799,3342.780029
,92,Chenggu Xian,城固县,城固縣, ,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Hanzhong Fu,汉中府,120003,POLYGON,196092, ,左鹏,左鹏, , ,107.259002,33.253799,2412.379882
,93,Yang Xian,洋县,洋縣, ,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Hanzhong Fu,汉中府,120003,POLYGON,196093, ,左鹏,左鹏, , ,107.660003,33.333000,3154.489990
,94,Fuoping Ting,佛坪厅,佛坪廳, ,Ting,厅,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Hanzhong Fu,汉中府,120003,POLYGON,196094, ,左鹏,左鹏, , ,107.803001,33.746200,3279.250000
,95,Baihe Xian,白河县,白河縣, ,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Xing'an Fu,兴安府,120003,POLYGON,196095, ,左鹏,左鹏, , ,109.906997,32.726100,1433.079956
,96,Pingli Xian,平利县,平利縣, ,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Xing'an Fu,兴安府,120003,POLYGON,196096, ,左鹏,左鹏, , ,109.325996,32.162601,4146.709960
,97,Xunyang Xian,洵阳县,洵陽縣, ,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Xing'an Fu,兴安府,120003,POLYGON,196097, ,左鹏,左鹏, , ,109.410003,32.901199,3558.110107
,98,Zhuanping Ting,砖坪厅,磚坪廳, ,Ting,厅,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Xing'an Fu,兴安府,120003,POLYGON,196098, ,左鹏,左鹏, , ,108.873001,32.245201,1963.250000
,99,Ankang Xian,安康县,安康縣, ,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Xing'an Fu,兴安府,120003,POLYGON,196099, ,左鹏,左鹏, , ,108.884002,32.810798,3614.070068
,100,Ziyang Xian,紫阳县,紫陽縣, ,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Xing'an Fu,兴安府,120003,POLYGON,196100, ,左鹏,左鹏, , ,108.432998,32.450801,2221.169921
,101,Hanyin Ting,汉阴厅,漢陰廳, ,Ting,厅,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Xing'an Fu,兴安府,120003,POLYGON,196101, ,左鹏,左鹏, , ,108.485000,32.931301,1504.709960
,102,Shiquan Xian,石泉县,石泉縣, ,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Xing'an Fu,兴安府,120003,POLYGON,196102, ,左鹏,左鹏, , ,108.235000,33.060901,1453.530029
,103,Shangnan Xian,商南县,商南縣, ,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Shang Zhou,商州,120003,POLYGON,196103, ,左鹏,左鹏, , ,110.750999,33.391300,2179.870117
,104,Luonan Xian,洛南县,洛南縣, ,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Shang Zhou,商州,120003,POLYGON,196104, ,左鹏,左鹏, , ,110.321998,34.079200,3755.030029
,105,Shanyang Xian,山阳县,山陽縣, ,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Shang Zhou,商州,120003,POLYGON,196105, ,左鹏,左鹏, , ,109.984001,33.423000,3676.189941
,106,Zhen'an Xian,镇安县,鎮安縣, ,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Shang Zhou,商州,120003,POLYGON,196106, ,左鹏,左鹏, , ,109.205001,33.426200,4036.780029
,107,Shang Zhou,商州,商州, ,Benzhou,本州,6,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西,Shang Zhou,商州,120003,POLYGON,196107, ,左鹏,左鹏, , ,110.065002,33.804798,4102.750000
,108,Yunxi Xian,郧西县,鄖西縣, ,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Hubei,湖北,Yunyang Fu,郧阳府,120002,POLYGON,196108, ,孟刚,孟刚, , ,110.129997,33.053398,3361.709960
,109,Yun Xian,郧县,鄖縣, ,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Hubei,湖北,Yunyang Fu,郧阳府,120002,POLYGON,196109, ,孟刚,孟刚, , ,110.706001,32.800998,5147.890136
,110,Zhuxi Xian,竹溪县,竹溪縣, ,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Hubei,湖北,Yunyang Fu,郧阳府,120002,POLYGON,196110, ,孟刚,孟刚, , ,109.788002,32.032798,3456.590087
,111,Zhushan Xian,竹山县,竹山縣, ,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Hubei,湖北,Yunyang Fu,郧阳府,120002,POLYGON,196111, ,孟刚,孟刚, , ,110.066001,32.250801,3436.500000
,112,Fang Xian,房县,房縣, ,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Hubei,湖北,Yunyang Fu,郧阳府,120002,POLYGON,196112, ,孟刚,孟刚, , ,110.572998,31.971500,6880.839843
,113,Baokang Xian,保康县,保康縣, ,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Hubei,湖北,Yunyang Fu,郧阳府,120002,POLYGON,196113, ,孟刚,孟刚, , ,111.156997,31.764699,2695.770019
,114,Jun Zhou,均州,均州, ,Zhou,州,6,1911,9,1911,9,Qingchao,清朝,Hubei,湖北,Xiangyang Fu,襄阳府,120002,POLYGON,196114, ,孟刚,孟刚, , ,111.178001,32.566001,3128.439941
,115,Guanghua Xian,光化县,光化縣, ,Xian,县,6,1911,9,1911,9,Qingchao,清朝,Hubei,湖北,Xiangyang Fu,襄阳府,120002,POLYGON,196115, ,孟刚,孟刚, , ,111.721000,32.458400,1033.719970
