FID_,OBJECTID,NAME_PY,NAME_CH,NAME_FT,X_COORD,Y_COORD,PRES_LOC,TYPE_PY,TYPE_CH,LEV_RANK,BEG_YR,BEG_RULE,END_YR,END_RULE,DYN_PY,DYN_CH,LEV1_PY,LEV1_CH,LEV2_PY,LEV2_CH,CNTY_PY,CNTY_CH,NOTE_ID,OBJ_TYPE,SYS_ID,GEO_SRC,COMPILER,GEOCOMP,CHECKER,ENT_DATE
,196,Ningyuan Ting,宁远厅,寧遠廳,112.262047,40.450848,内蒙古凉城县永兴,Zhiliting,直隶厅,3,1911,9,1911,9,Qingchao,清朝,Shanxi,山西, , , , ,120011,POINT,120289,FROM_AC, ,孟刚,满志敏,2004/04/05
,197,Wuchuan Ting,武川厅,武川廳,111.442795,41.095356,内蒙古武川县治,Zhiliting,直隶厅,3,1911,9,1911,9,Qingchao,清朝,Shanxi,山西, , , , ,120011,POINT,120290,FROM_AC, ,孟刚,满志敏,2004/04/05
,198,Anxi  Zhou,安西州,安西州,95.789055,40.534412,甘肃安西县县治渊泉镇,Zhilizhou,直隶州,3,1911,9,1911,9,Qingchao,清朝,Gansu,甘肃, , , , ,120015,POINT,120310,FROM_AC,孟刚,孙涛,满志敏,2004/09/28
,199,Ganzhou Fu,甘州府,甘州府,100.449921,38.933113,甘肃张掖市市治,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Gansu,甘肃, , , , ,120015,POINT,120311,FROM_AC,孟刚,孙涛,满志敏,2004/09/28
,200,Xi'ning Fu,西宁府,西寧府,101.783935,36.608856,青海西宁市市治,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Gansu,甘肃, , , , ,120015,POINT,120312,FROM_AC,孟刚,孙涛,满志敏,2004/09/28
,201,Jie Zhou,阶州,階州,104.929276,33.394840,甘肃武都县县治,Zhilizhou,直隶州,3,1911,9,1911,9,Qingchao,清朝,Gansu,甘肃, , , , ,120015,POINT,120313,FROM_AC,孟刚,孙涛,满志敏,2004/09/28
,202,Ningxia Fu,宁夏府,寧夏府,106.273972,38.466972,宁夏银川市市治,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Gansu,甘肃, , , , ,120015,POINT,120314,FROM_AC,孟刚,孙涛,满志敏,2004/09/28
,203,Guyuan Zhou,固原州,固原州,106.278099,36.014095,宁夏固原县县治,Zhilizhou,直隶州,3,1911,9,1911,9,Qingchao,清朝,Gansu,甘肃, , , , ,120015,POINT,120315,FROM_AC,孟刚,孙涛,满志敏,2004/09/28
,204,Qingyang Fu,庆阳府,慶陽府,107.876022,36.005165,甘肃庆阳县县治庆城镇,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Gansu,甘肃, , , , ,120015,POINT,120316,FROM_AC,孟刚,孙涛,满志敏,2004/09/28
,205,Jing Zhou,泾州,涇州,107.363388,35.328808,甘肃泾川县县治,Zhilizhou,直隶州,3,1911,9,1911,9,Qingchao,清朝,Gansu,甘肃, , , , ,120015,POINT,120317,FROM_AC,孟刚,孙涛,满志敏,2004/09/28
,206,Pingliang Fu,平凉府,平涼府,106.685661,35.535847,甘肃平凉市市治,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Gansu,甘肃, , , , ,120015,POINT,120318,FROM_AC,孟刚,孙涛,满志敏,2004/09/28
,207,Gongchang Fu,巩昌府,鞏昌府,104.635605,35.007137,甘肃陇西县县治巩昌镇,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Gansu,甘肃, , , , ,120015,POINT,120319,FROM_AC,孟刚,孙涛,满志敏,2004/09/28
,208,Qin Zhou,秦州,秦州,105.716957,34.585472,甘肃天水市市治秦城区,Zhilizhou,直隶州,3,1911,9,1911,9,Qingchao,清朝,Gansu,甘肃, , , , ,120015,POINT,120320,FROM_AC,孟刚,孙涛,满志敏,2004/09/28
,209,Su Zhou,肃州,肅州,98.511253,39.744942,甘肃酒泉市市治,Zhilizhou,直隶州,3,1911,9,1911,9,Qingchao,清朝,Gansu,甘肃, , , , ,120015,POINT,120321,FROM_AC,孟刚,孙涛,满志敏,2004/09/28
,210,Liangzhou Fu,凉州府,涼州府,102.634697,37.926918,甘肃武威市市治,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Gansu,甘肃, , , , ,120015,POINT,120322,FROM_AC,孟刚,孙涛,满志敏,2004/09/28
,211,Lanzhou Fu,兰州府,蘭州府,103.847138,36.047031,甘肃兰州市市治,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Gansu,甘肃, , , , ,120015,POINT,120323,FROM_AC,孟刚,孙涛,满志敏,2004/09/28
,212,Huapingchuan Ting,化平川厅,化平川廳,106.427180,35.456164,宁夏泾源县香水镇南,Zhiliting,直隶厅,3,1911,9,1911,9,Qingchao,清朝,Gansu,甘肃, , , , ,120015,POINT,120324,FROM_FD,孟刚,孙涛,满志敏,2004/09/28
,213,Chengde Fu,承德府,承德府,117.919853,40.965794,河北承德市治,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Zhili,直隶, , , , ,120009,POINT,120340,FROM_AC,满志敏,满志敏, ,2005/11/20
,214,Duolunnuo'er Ting,多伦诺尔厅,多倫諾爾廳,116.470955,42.184219,内蒙古多伦县,Zhiliting,直隶厅,3,1911,9,1911,9,Qingchao,清朝,Zhili,直隶, , , , ,120009,POINT,120341,FROM_AC,满志敏,满志敏, ,2005/11/20
,215,Chifeng Zhou,赤峰州,赤峰州,118.952454,42.268990,内蒙古赤峰市治,Zhilizhou,直隶州,3,1911,9,1911,9,Qingchao,清朝,Zhili,直隶, , , , ,120009,POINT,120342,FROM_AC,满志敏,满志敏, ,2005/11/20
,216,Zhangjiakou Ting,张家口厅,張家口廳,114.885941,40.791256,河北张家口市治,Zhiliting,直隶厅,3,1911,9,1911,9,Qingchao,清朝,Zhili,直隶, , , , ,120009,POINT,120343,FROM_AC,满志敏,满志敏, ,2005/11/20
,217,Dushikou Ting,独石口厅,獨石口廳,115.711235,41.313564,河北赤城县独石口,Zhiliting,直隶厅,3,1911,9,1911,9,Qingchao,清朝,Zhili,直隶, , , , ,120009,POINT,120344,FROM_AC,满志敏,满志敏, ,2005/11/20
,218,Chaoyang Fu,朝阳府,朝陽府,120.450783,41.580082,辽宁朝阳市治,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Zhili,直隶, , , , ,120009,POINT,120345,FROM_AC,满志敏,满志敏, ,2005/11/20
,219,Guilin Fu,桂林府,桂林府,110.286262,25.280060,广西壮族自治区桂林市,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Guangxi,广西, , , , ,120016,POINT,120346,FROM_AC, ,孟刚,孙涛,2005/07/04
,220,Liuzhou Fu,柳州府,柳州府,109.404396,24.309988,广西壮族自治区柳州市市治,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Guangxi,广西, , , , ,120016,POINT,120347,FROM_AC, ,孟刚,孙涛,2005/07/04
,221,Qingyuan Fu,庆远府,慶遠府,108.655884,24.490730,广西壮族自治区宜山县县治庆远镇,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Guangxi,广西, , , , ,120016,POINT,120348,FROM_AC, ,孟刚,孙涛,2005/07/04
,222,Si'en Fu,思恩府,思恩府,108.201424,23.428482,广西壮族自治区武鸣县府城,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Guangxi,广西, , , , ,120016,POINT,120349,FROM_AC, ,孟刚,孙涛,2005/07/04
,223,Baise Ting,百色厅,百色廳,106.611679,23.904539,广西壮族自治区百色市市治,Zhiliting,直隶厅,3,1911,9,1911,9,Qingchao,清朝,Guangxi,广西, , , , ,120016,POINT,120350,FROM_AC, ,孟刚,孙涛,2005/07/04
,224,Sicheng Fu,泗城府,泗城府,106.575722,24.348549,广西壮族自治区凌云县县治泗城镇,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Guangxi,广西, , , , ,120016,POINT,120351,FROM_AC, ,孟刚,孙涛,2005/07/04
,225,Pingle Fu,平乐府,平樂府,110.646500,24.635727,广西壮族自治区平乐县县治平乐镇,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Guangxi,广西, , , , ,120016,POINT,120352,FROM_AC, ,孟刚,孙涛,2005/07/04
,226,Wuzhou Fu,梧州府,梧州府,111.308571,23.486898,广西壮族自治区梧州市市治,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Guangxi,广西, , , , ,120016,POINT,120353,FROM_AC, ,孟刚,孙涛,2005/07/04
,227,Yulin Zhilizhou,郁林州,郁林州,110.145882,22.632095,广西壮族自治区玉林市市治玉林镇,Zhilizhou,直隶州,3,1911,9,1911,9,Qingchao,清朝,Guangxi,广西, , , , ,120016,POINT,120354,FROM_AC, ,孟刚,孙涛,2005/07/04
,228,Xunzhou Fu,浔州府,潯州府,110.071663,23.394571,广西壮族自治区桂平县县治,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Guangxi,广西, , , , ,120016,POINT,120355,FROM_AC, ,孟刚,孙涛,2005/07/04
,229,Nanning Fu,南宁府,南寧府,108.312073,22.806145,广西壮族自治区南宁市市治,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Guangxi,广西, , , , ,120016,POINT,120356,FROM_AC, ,孟刚,孙涛,2005/07/04
,230,Taiping Fu,太平府,太平府,107.355057,22.420197,广西壮族自治区崇左县县治太平镇,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Guangxi,广西, , , , ,120016,POINT,120357,FROM_AC, ,孟刚,孙涛,2005/07/04
,231,Shangsi Zhiliting,上思厅,上思廳,107.978790,22.152637,广西壮族自治区上思县县治思阳镇,Zhiliting,直隶厅,3,1911,9,1911,9,Qingchao,清朝,Guangxi,广西, , , , ,120016,POINT,120358,FROM_AC, ,孟刚,孙涛,2005/07/04
,232,Guishun Zhou,归顺州,歸順州,106.415893,23.142054,广西壮族自治区靖西县县治新靖镇,Zhou,州,3,1911,9,1911,9,Qingchao,清朝,Guangxi,广西, , , , ,120016,POINT,120359,FROM_AC, ,孟刚,孙涛,2005/07/04
,233,Zhen'an Fu,镇安府,鎮安府,106.608353,23.332321,广西壮族自治区德保县县治城关镇,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Guangxi,广西, , , , ,120016,POINT,120360,FROM_AC, ,孟刚,孙涛,2005/07/04
,234,Yunnan Fu,云南府,雲南府,102.710350,25.045914,云南昆明市治,Fu,府,6,1911,9,1911,9,Qingchao,清朝,Yunnan,云南, , , , ,120017,POINT,120366,FROM_AC,陆韧,满志敏, ,2006/12/24
,235,Wuding Zhou,武定州,武定州,102.398315,25.535849,云南武定县近城镇,Zhilizhou,直隶州,6,1911,9,1911,9,Qingchao,清朝,Yunnan,云南, , , , ,120017,POINT,120367,FROM_AC,陆韧,满志敏, ,2006/12/24
,236,Qujing Fu,曲靖府,曲靖府,103.796776,25.495844,云南曲靖市,Fu,府,6,1911,9,1911,9,Qingchao,清朝,Yunnan,云南, , , , ,120017,POINT,120368,FROM_AC,陆韧,满志敏, ,2006/12/24
,237,Dongchuan Fu,东川府,東川府,103.294639,26.420563,云南会泽县金钟镇,Fu,府,6,1911,9,1911,9,Qingchao,清朝,Yunnan,云南, , , , ,120017,POINT,120369,FROM_AC,陆韧,满志敏, ,2006/12/24
,238,Zhaotong Fu,昭通府,昭通府,103.715256,27.343275,云南昭通市治,Fu,府,6,1911,9,1911,9,Qingchao,清朝,Yunnan,云南, , , , ,120017,POINT,120370,FROM_AC,陆韧,满志敏, ,2006/12/24
,239,Chengjiang Fu,澄江府,澄江府,102.911217,24.673197,云南澄江县凤麓镇,Fu,府,6,1911,9,1911,9,Qingchao,清朝,Yunnan,云南, , , , ,120017,POINT,120371,FROM_AC,陆韧,满志敏, ,2006/12/24
,240,Zhenxiong Zhou,镇雄州,鎮雄州,104.869797,27.440968,云南镇雄县乌峰镇,Zhilizhou,直隶州,6,1911,9,1911,9,Qingchao,清朝,Yunnan,云南, , , , ,120017,POINT,120372,FROM_AC,陆韧,满志敏, ,2006/12/24
,241,Chuxiong Fu,楚雄府,楚雄府,101.542862,25.033066,云南楚雄市治,Fu,府,6,1911,9,1911,9,Qingchao,清朝,Yunnan,云南, , , , ,120017,POINT,120373,FROM_AC,陆韧,满志敏, ,2006/12/24
,242,Jianshui Xian,临安府,臨安府,102.822312,23.624552,云南建水县临安镇,Fu,府,6,1911,9,1911,9,Qingchao,清朝,Yunnan,云南, , , , ,120017,POINT,120374,FROM_AC,陆韧,满志敏, ,2006/12/24
,243,Kaihua Fu,开化府,開化府,104.235550,23.376131,云南文山县开化镇,Fu,府,6,1911,9,1911,9,Qingchao,清朝,Yunnan,云南, , , , ,120017,POINT,120375,FROM_AC,陆韧,满志敏, ,2006/12/24
,244,Guangnan Fu,广南府,廣南府,104.667763,23.996506,云南广南县珠琳镇,Fu,府,6,1911,9,1911,9,Qingchao,清朝,Yunnan,云南, , , , ,120017,POINT,120376,FROM_AC,陆韧,满志敏, ,2006/12/24
,245,Guangxi Zhou,广西州,廣西州,103.762726,24.531933,云南泸西县中枢镇,Zhilizhou,直隶州,6,1911,9,1911,9,Qingchao,清朝,Yunnan,云南, , , , ,120017,POINT,120377,FROM_AC,陆韧,满志敏, ,2006/12/24
,246,Pu'er Fu,普洱府,普洱府,101.037308,23.066851,云南宁洱县宁洱镇,Fu,府,6,1911,9,1911,9,Qingchao,清朝,Yunnan,云南, , , , ,120017,POINT,120378,FROM_AC,陆韧,满志敏, ,2006/12/24
,247,Yuanjiang Zhou,元江州,元江州,102.006424,23.604008,云南元江县澧江镇,Zhilizhou,直隶州,6,1911,9,1911,9,Qingchao,清朝,Yunnan,云南, , , , ,120017,POINT,120379,FROM_AC,陆韧,满志敏, ,2006/12/24
,248,Zhenbian Ting,镇边厅,鎮邊廳,99.929687,22.565054,云南澜沧县谦六,Zhiliting,直隶厅,6,1911,9,1911,9,Qingchao,清朝,Yunnan,云南, , , , ,120017,POINT,120380,FROM_AC,陆韧,满志敏, ,2006/12/24
,249,Zhenyuan Ting,镇沅厅,鎮沅廳,100.885170,23.871788,云南镇沅县按板镇,Zhiliting,直隶厅,6,1911,9,1911,9,Qingchao,清朝,Yunnan,云南, , , , ,120017,POINT,120381,FROM_AC,陆韧,满志敏, ,2006/12/24
,250,Jingdong Ting,景东厅,景東廳,100.836288,24.452126,云南景东县锦屏镇,Zhiliting,直隶厅,6,1911,9,1911,9,Qingchao,清朝,Yunnan,云南, , , , ,120017,POINT,120382,FROM_AC,陆韧,满志敏, ,2006/12/24
,251,Shunning Fu,顺宁府,順寧府,99.910980,24.591814,云南凤庆县凤山镇,Fu,府,6,1911,9,1911,9,Qingchao,清朝,Yunnan,云南, , , , ,120017,POINT,120383,FROM_AC,陆韧,满志敏, ,2006/12/24
,252,Yongchang Fu,永昌府,永昌府,99.166863,25.112436,云南保山市治,Fu,府,6,1911,9,1911,9,Qingchao,清朝,Yunnan,云南, , , , ,120017,POINT,120384,FROM_AC,陆韧,满志敏, ,2006/12/24
,253,Dali Fu,大理府,大理府,100.164444,25.697830,云南大理县大理,Fu,府,6,1911,9,1911,9,Qingchao,清朝,Yunnan,云南, , , , ,120017,POINT,120385,FROM_AC,陆韧,满志敏, ,2006/12/24
,254,Lijiang Fu,丽江府,麗江府,100.235985,26.874634,云南丽江县大研镇,Fu,府,6,1911,9,1911,9,Qingchao,清朝,Yunnan,云南, , , , ,120017,POINT,120386,FROM_AC,陆韧,满志敏, ,2006/12/24
,255,Menghua Ting,蒙化厅,蒙化廳,100.308884,25.230034,云南巍山县文华镇,Zhiliting,直隶厅,6,1911,9,1911,9,Qingchao,清朝,Yunnan,云南, , , , ,120017,POINT,120387,FROM_AC,陆韧,满志敏, ,2006/12/24
,256,Yongbei Ting,永北厅,永北廳,100.748039,26.689333,云南永北县永北镇,Zhiliting,直隶厅,6,1911,9,1911,9,Qingchao,清朝,Yunnan,云南, , , , ,120017,POINT,120388,FROM_AC,陆韧,满志敏, ,2006/12/24
,257,Guiyang Fu,贵阳府,貴陽府,106.707809,26.579306,贵州贵阳市市治,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Guizhou,贵州,Guiyang Fu,贵阳府, , ,120018,POINT,120389,FROM_AC,孙涛,满志敏, ,2006/09/10
,258,Shiqian Fu,石阡府,石阡府,108.230529,27.520534,贵州石阡县县治,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Guizhou,贵州,Shiqin Fu,石阡府, , ,120018,POINT,120390,FROM_AC,孙涛,满志敏, ,2006/09/10
,259,Tongren Fu,铜仁府,銅仁府,109.191423,27.721064,贵州铜仁市市治,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Guizhou,贵州,Tongren Fu,铜仁府, , ,120018,POINT,120391,FROM_AC,孙涛,满志敏, ,2006/09/10
,260,Sizhou Fu,思州府,思州府,108.738187,27.214711,贵州岑巩县县治,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Guizhou,贵州,Sizhou Fu,思州府, , ,120018,POINT,120392,FROM_AC,孙涛,满志敏, ,2006/09/10
,261,Duyun Fu,都匀府,都勻府,107.517475,26.264178,贵州都匀市市治,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Guizhou,贵州,Duyun Fu,都匀府, , ,120018,POINT,120393,FROM_AC,孙涛,满志敏, ,2006/09/10
,262,Xingyi Fu,兴义府,興義府,105.465290,25.113803,贵州安龙县县治,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Guizhou,贵州,Xingyi Fu,兴义府, , ,120018,POINT,120394,FROM_AC,孙涛,满志敏, ,2006/09/10
,263,Sinan Fu,思南府,思南府,108.240542,27.938736,贵州思南县县治,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Guizhou,贵州,Si'nan Fu,思南府, , ,120018,POINT,120395,FROM_AC,孙涛,满志敏, ,2006/09/10
,264,Anshun Fu,安顺府,安順府,105.926546,26.241754,贵州安顺市市治,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Guizhou,贵州,Anshun Fu,安顺府, , ,120018,POINT,120396,FROM_AC,孙涛,满志敏, ,2006/09/10
,265,Zhenyuan Fu,镇远府,鎮遠府,108.417174,27.052822,贵州镇远县县治,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Guizhou,贵州,Zhenyuan Fu,镇远府, , ,120018,POINT,120397,FROM_AC,孙涛,满志敏, ,2006/09/10
,266,Zunyi Fu,遵义府,遵義府,106.930290,27.694190,贵州遵义市市治,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Guizhou,贵州,Zunyi Fu,遵义府, , ,120018,POINT,120398,FROM_AC,孙涛,满志敏, ,2006/09/10
,267,Dading Fu,大定府,大定府,105.604745,27.145564,贵州大方县县治,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Guizhou,贵州,Dading Fu,大定府, , ,120018,POINT,120399,FROM_AC,孙涛,满志敏, ,2006/09/10
,268,Liping Fu,黎平府,黎平府,109.131675,26.229694,贵州黎平县县治德凤镇,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Guizhou,贵州,Liping Fu,黎平府, , ,120018,POINT,120400,FROM_AC,孙涛,满志敏, ,2006/09/10
,269,Songtao Ting,松桃厅,松桃廳,109.193120,28.167430,贵州松桃县县治,Zhiliting,直隶厅,3,1911,9,1911,9,Qingchao,清朝,Guizhou,贵州,Taosong Zhiliting,松桃直隶厅, , ,120018,POINT,120401,FROM_AC,孙涛,满志敏, ,2006/09/10
,270,Pingyue Zhou,平越州,平越州,107.511222,26.699751,贵州福泉县县治,Zhilizhou,直隶州,3,1911,9,1911,9,Qingchao,清朝,Guizhou,贵州,Pingyue Zhiliting,平越直隶州, , ,120018,POINT,120402,FROM_AC,孙涛,满志敏, ,2006/09/10
