FID_,OBJECTID,NAME_PY,NAME_CH,NAME_FT,PRES_LOC,TYPE_PY,TYPE_CH,LEV_RANK,BEG_YR,BEG_RULE,END_YR,END_RULE,DYN_PY,DYN_CH,LEV1_PY,LEV1_CH,LEV2_PY,LEV2_CH,NOTE_ID,OBJ_TYPE,SYS_ID,GEO_SRC,COMPILER,GEOCOMP,CHECKER,ENT_DATE,X_COORD,Y_COORD,AREA
,116,Ningbo Fu,宁波府,寧波府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Zhejiang,浙江, , ,120008,POLYGON,195220,FROM_FD,孟刚,孟刚,满志敏,2003/05/22,121.569000,29.715999,5378.934570
,117,Taizhou Fu,台州府,臺州府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Zhejiang,浙江, , ,120008,POLYGON,195221,FROM_FD,孟刚,孟刚,满志敏,2003/05/22,121.126998,28.880599,11007.727539
,118,Shaoxing Fu,绍兴府,紹興府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Zhejiang,浙江, , ,120008,POLYGON,195222,FROM_FD,孟刚,孟刚,满志敏,2003/05/22,120.679000,29.820699,11182.870117
,119,Dinghai Ting,定海厅,定海廳, ,Zhiliting,直隶厅,3,1911,9,1911,9,Qingchao,清朝,Zhejiang,浙江, , ,120008,POLYGON,195223,FROM_FD,孟刚,孟刚,满志敏,2003/05/22,122.160003,30.054100,1090.254638
,120,Yuanzhou Fu,袁州府,袁州府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Jiangxi,江西, , ,120010,POLYGON,195225,FROM_FD,孟刚,孟刚,满志敏,2003/05/22,114.221000,27.844800,8396.626953
,121,Ruizhou Fu,瑞州府,瑞州府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Jiangxi,江西, , ,120010,POLYGON,195226,FROM_FD,孟刚,孟刚,满志敏,2003/05/22,115.007003,28.355600,5703.224121
,122,Nanchang Fu,南昌府,南昌府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Jiangxi,江西, , ,120010,POLYGON,195227,FROM_FD,孟刚,孟刚,满志敏,2003/05/22,115.305000,28.776399,22758.976562
,123,Lin'an Fu,临江府,臨江府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Jiangxi,江西, , ,120010,POLYGON,195228,FROM_FD,孟刚,孟刚,满志敏,2003/05/22,115.245002,27.798900,5669.718261
,124,Jiujiang Fu,九江府,九江府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Jiangxi,江西, , ,120010,POLYGON,195229,FROM_FD,孟刚,孟刚,满志敏,2003/05/22,115.986000,29.659400,6107.607421
,125,Nankang Fu,南康府,南康府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Jiangxi,江西, , ,120010,POLYGON,195230,FROM_FD,孟刚,孟刚,满志敏,2003/05/22,115.961997,29.229900,5172.685546
,126,Raozhou Fu,饶州府,饒州府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Jiangxi,江西, , ,120010,POLYGON,195231,FROM_FD,孟刚,孟刚,满志敏,2003/05/22,117.064002,29.049600,16097.321289
,127,Guangxin Fu,广信府,廣信府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Jiangxi,江西, , ,120010,POLYGON,195232,FROM_FD,孟刚,孟刚,满志敏,2003/05/22,117.725997,28.368200,12808.638671
,128,Fuzhou Fu,抚州府,撫州府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Jiangxi,江西, , ,120010,POLYGON,195233,FROM_FD,孟刚,孟刚,满志敏,2003/05/22,116.249000,27.706800,10704.022460
,129,Nan'an Fu,南安府,南安府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Jiangxi,江西, , ,120010,POLYGON,195237,FROM_FD,孟刚,孟刚,满志敏,2003/05/22,114.400001,25.727899,6963.586425
,130,Qingshuihe Ting,清水河厅,清水河廳, ,Zhiliting,直隶厅,3,1911,9,1911,9,Qingchao,清朝,Shanxi,山西, , ,120011,POLYGON,195251,FROM_FD,孟刚,满志敏, ,2004/04/05,111.690002,39.880001,2794.950195
,131,Tuoketuo Ting,托克托厅,托克托廳, ,Zhiliting,直隶厅,3,1911,9,1911,9,Qingchao,清朝,Shanxi,山西, , ,120011,POLYGON,195252,FROM_FD,孟刚,满志敏, ,2004/04/05,111.310997,40.352699,1378.560668
,132,Helinge'er Ting,和林格尔厅,和林格爾廳, ,Zhiliting,直隶厅,3,1911,9,1911,9,Qingchao,清朝,Shanxi,山西, , ,120011,POLYGON,195253,FROM_FD,孟刚,满志敏, ,2004/04/05,111.888000,40.324600,3425.389404
,133,Guide Fu,归德府,歸德府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Henan,河南, , ,120012,POLYGON,195254,FROM_FD,孟刚,满志敏, ,2004/04/05,115.609001,34.211601,13941.379882
,134,Xu Zhou,许州,許州, ,Zhilizhou,直隶州,3,1911,9,1911,9,Qingchao,清朝,Henan,河南, , ,120012,POLYGON,195255,FROM_FD,孟刚,满志敏, ,2004/04/05,113.823997,33.879398,4341.429199
,135,Zhangde Fu,彰德府,彰德府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Henan,河南, , ,120012,POLYGON,195256,FROM_FD,孟刚,满志敏, ,2004/04/05,114.149002,36.244400,9427.936523
,136,Weihui Fu,卫辉府,衛輝府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Henan,河南, , ,120012,POLYGON,195257,FROM_FD,孟刚,满志敏, ,2004/04/05,114.195999,35.439899,9384.012695
,137,Huaiqing Fu,怀庆府,懷慶府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Henan,河南, , ,120012,POLYGON,195258,FROM_FD,孟刚,满志敏, ,2004/04/05,113.039001,35.093498,7486.305664
,138,Henan Fu,河南府,河南府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Henan,河南, , ,120012,POLYGON,195259,FROM_FD,孟刚,满志敏, ,2004/04/05,112.150001,34.426700,16172.615234
,139,Shan Zhou,陕州,陜州, ,Zhilizhou,直隶州,3,1911,9,1911,9,Qingchao,清朝,Henan,河南, , ,120012,POLYGON,195260,FROM_FD,孟刚,满志敏, ,2004/04/05,111.040000,34.229598,9987.587890
,140,Ru Zhou,汝州,汝州, ,Zhilizhou,直隶州,3,1911,9,1911,9,Qingchao,清朝,Henan,河南, , ,120012,POLYGON,195261,FROM_FD,孟刚,满志敏, ,2004/04/05,112.781997,33.943000,7014.182128
,141,Runing Fu,汝宁府,汝寧府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Henan,河南, , ,120012,POLYGON,195262,FROM_FD,孟刚,满志敏, ,2004/04/05,114.268997,32.649200,18369.986328
,142,Guang Zhou,光州,光州, ,Zhilizhou,直隶州,3,1911,9,1911,9,Qingchao,清朝,Henan,河南, , ,120012,POLYGON,195263,FROM_FD,孟刚,满志敏, ,2004/04/05,115.240997,31.997800,15052.744140
,143,Jinan Fu,济南府,濟南府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Shangdong,山东, , ,120013,POLYGON,195264,FROM_FD,孟刚,满志敏, ,2004/04/05,117.088996,36.902900,15296.081054
,144,Tai'an Fu,泰安府,泰安府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Shangdong,山东, , ,120013,POLYGON,195265,FROM_FD,孟刚,满志敏, ,2004/04/05,117.023002,36.118698,10766.017578
,145,Wuding Fu,武定府,武定府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Shangdong,山东, , ,120013,POLYGON,195266,FROM_FD,孟刚,满志敏, ,2004/04/05,117.938003,37.643699,13642.492187
,146,Jining Zhou,济宁州,濟寧州, ,Zhilizhou,直隶州,3,1911,9,1911,9,Qingchao,清朝,Shangdong,山东, , ,120013,POLYGON,195267,FROM_FD,孟刚,满志敏, ,2004/04/05,116.500000,35.196800,3953.054931
,147,Yizhou Fu,沂州府,沂州府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Shangdong,山东, , ,120013,POLYGON,195268,FROM_FD,孟刚,满志敏, ,2004/04/05,118.447998,35.424999,24320.783203
,148,Dongchang Fu,东昌府,東昌府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Shangdong,山东, , ,120013,POLYGON,195270,FROM_FD,孟刚,满志敏, ,2004/04/05,115.900001,36.676700,7143.046875
,149,Qingzhou Fu,青州府,青州府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Shangdong,山东, , ,120013,POLYGON,195271,FROM_FD,孟刚,满志敏, ,2004/04/05,118.777000,36.587501,17041.636718
,150,Dengzhou Fu,登州府,登州府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Shangdong,山东, , ,120013,POLYGON,195272,FROM_FD,孟刚,满志敏, ,2004/04/05,121.186996,37.183399,19237.068359
,151,Laizhou Fu,莱州府,萊州府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Shangdong,山东, , ,120013,POLYGON,195273,FROM_FD,孟刚,满志敏, ,2004/04/05,119.690002,36.871799,8328.677734
,152,Jiao Zhou,胶州,膠州, ,Zhilizhou,直隶州,3,1911,9,1911,9,Qingchao,清朝,Shangdong,山东, , ,120013,POLYGON,195274,FROM_FD,孟刚,满志敏, ,2004/04/05,120.113998,36.281101,7028.346679
,153,Linqing Zhou,临清州,臨清州, ,Zhilizhou,直隶州,3,1911,9,1911,9,Qingchao,清朝,Shangdong,山东, , ,120013,POLYGON,195275,FROM_FD,孟刚,满志敏, ,2004/04/05,115.690002,36.953201,2518.662353
,154,Taiyuan Fu,太原府,太原府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Shanxi,山西, , ,120011,POLYGON,195276,FROM_FD,孟刚,满志敏, ,2004/04/05,111.975997,38.003200,18165.058593
,155,Pingyang Fu,平阳府,平陽府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Shanxi,山西, , ,120011,POLYGON,195277,FROM_FD,孟刚,满志敏, ,2004/04/05,111.504997,36.071399,13659.863281
,156,Puzhou Fu,蒲州府,蒲州府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Shanxi,山西, , ,120011,POLYGON,195278,FROM_FD,孟刚,满志敏, ,2004/04/05,110.584999,35.064601,3947.924560
,157,Lu'an Fu,潞安府,潞安府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Shanxi,山西, , ,120011,POLYGON,195279,FROM_FD,孟刚,满志敏, ,2004/04/05,113.160003,36.315299,8985.380859
,158,Fenzhou Fu,汾州府,汾州府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Shanxi,山西, , ,120011,POLYGON,195280,FROM_FD,孟刚,满志敏, ,2004/04/05,111.258003,37.452499,14250.696289
,159,Zezhou Fu,泽州府,澤州府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Shanxi,山西, , ,120011,POLYGON,195281,FROM_FD,孟刚,满志敏, ,2004/04/05,112.700996,35.611900,9482.603515
,160,Datong  Fu,大同府,大同府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Shanxi,山西, , ,120011,POLYGON,195282,FROM_FD,孟刚,满志敏, ,2004/04/05,113.635002,39.812900,16078.342773
,161,Shuoping Fu,朔平府,朔平府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Shanxi,山西, , ,120011,POLYGON,195283,FROM_FD,孟刚,满志敏, ,2004/04/05,112.447998,39.730400,7832.178710
,162,Ningwu  Fu,宁武府,寧武府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Shanxi,山西, , ,120011,POLYGON,195284,FROM_FD,孟刚,满志敏, ,2004/04/05,111.927001,39.089000,6317.288574
,163,Liao Zhou,辽州,遼州, ,Zhilizhou,直隶州,3,1911,9,1911,9,Qingchao,清朝,Shanxi,山西, , ,120011,POLYGON,195285,FROM_FD,孟刚,满志敏, ,2004/04/05,113.311996,37.177501,5896.819335
,164,Qin Zhou,沁州,沁州, ,Zhilizhou,直隶州,3,1911,9,1911,9,Qingchao,清朝,Shanxi,山西, , ,120011,POLYGON,195286,FROM_FD,孟刚,满志敏, ,2004/04/05,112.571998,36.763401,5550.914550
,165,Pingding Zhou,平定州,平定州, ,Zhilizhou,直隶州,3,1911,9,1911,9,Qingchao,清朝,Shanxi,山西, , ,120011,POLYGON,195287,FROM_FD,孟刚,满志敏, ,2004/04/05,113.467002,37.892101,9059.051757
,166,Xin Zhou,忻州,忻州, ,Zhilizhou,直隶州,3,1911,9,1911,9,Qingchao,清朝,Shanxi,山西, , ,120011,POLYGON,195288,FROM_FD,孟刚,满志敏, ,2004/04/05,112.297996,38.340099,6041.758789
,167,Dai Zhou,代州,代州, ,Zhilizhou,直隶州,3,1911,9,1911,9,Qingchao,清朝,Shanxi,山西, , ,120011,POLYGON,195289,FROM_FD,孟刚,满志敏, ,2004/04/05,113.200996,38.976898,10237.070312
,168,Baode Zhou,保德州,保德州, ,Zhilizhou,直隶州,3,1911,9,1911,9,Qingchao,清朝,Shanxi,山西, , ,120011,POLYGON,195290,FROM_FD,孟刚,满志敏, ,2004/04/05,111.274002,39.080600,2530.679687
,169,Jie Zhou,解州,解州, ,Zhilizhou,直隶州,3,1911,9,1911,9,Qingchao,清朝,Shanxi,山西, , ,120011,POLYGON,195291,FROM_FD,孟刚,满志敏, ,2004/04/05,111.124000,34.981800,4310.618652
,170,Jiang Zhou,绛州,絳州, ,Zhilizhou,直隶州,3,1911,9,1911,9,Qingchao,清朝,Shanxi,山西, , ,120011,POLYGON,195292,FROM_FD,孟刚,满志敏, ,2004/04/05,111.366996,35.433601,5531.942382
,171,Xi Zhou,隰州,隰州, ,Zhilizhou,直隶州,3,1911,9,1911,9,Qingchao,清朝,Shanxi,山西, , ,120011,POLYGON,195293,FROM_FD,孟刚,满志敏, ,2004/04/05,110.961997,36.623500,6199.633300
,172,Huo Zhou,霍州,霍州, ,Zhilizhou,直隶州,3,1911,9,1911,9,Qingchao,清朝,Shanxi,山西, , ,120011,POLYGON,195294,FROM_FD,孟刚,满志敏, ,2004/04/05,111.759002,36.674900,2740.168457
,173,Xichuan Ting,淅川厅,淅川廳, ,Zhiliting,直隶厅,3,1911,9,1911,9,Qingchao,清朝,Henan,河南, , ,120012,POLYGON,195295,FROM_FD,孟刚,满志敏, ,2004/04/05,111.365997,33.052200,2836.043212
,174,Nanyang Fu,南阳府,南陽府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Henan,河南, , ,120012,POLYGON,195296,FROM_FD,孟刚,满志敏, ,2004/04/05,112.598999,33.076000,29503.093750
,175,Zheng Zhou,郑州,鄭州, ,Zhilizhou,直隶州,3,1911,9,1911,9,Qingchao,清朝,Henan,河南, , ,120012,POLYGON,195297,FROM_FD,孟刚,满志敏, ,2004/04/05,113.512001,34.788898,1987.536865
,176,Kaifeng Fu,开封府,開封府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Henan,河南, , ,120012,POLYGON,195298,FROM_FD,孟刚,满志敏, ,2004/04/05,114.122001,34.502498,11994.495117
,177,Chenzhou Fu,陈州府,陳州府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Henan,河南, , ,120012,POLYGON,195299,FROM_FD,孟刚,满志敏, ,2004/04/05,114.736000,33.712398,9558.810546
,178,Yanzhou Fu,兖州府,兗州府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Shangdong,山东, , ,120013,POLYGON,195300,FROM_FD,孟刚,满志敏, ,2004/04/05,116.944999,35.399501,13746.960937
,179,Daming Fu,大名府,大名府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Zhili,直隶, , ,120009,POLYGON,195202,FROM_FD,满志敏,满志敏, ,2002/06/10,115.071998,35.728599,7631.744140
,180,Guangping Fu,广平府,廣平府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Zhili,直隶, , ,120009,POLYGON,195203,FROM_FD,满志敏,满志敏, ,2002/06/10,114.815002,36.691699,6595.065917
,181,Caozhou Fu,曹州府,曹州府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Shangdong,山东, , ,120013,POLYGON,195269,FROM_FD,孟刚,满志敏, ,2004/04/05,115.742996,35.244400,12305.297851
,182,Xuzhou Fu,徐州府,徐州府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Anhui,安徽, , ,120004,POLYGON,195185,FROM_FD,满志敏,满志敏, ,2002/05/15,117.378997,34.303699,16795.544921
,183,Tianjin Fu,天津府,天津府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Zhili,直隶, , ,120009,POLYGON,195212,FROM_FD,满志敏,满志敏, ,2002/06/10,117.162002,38.485099,12455.625000
,184,Ganzhou Fu,赣州府,贛州府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Jiangxi,江西, , ,120010,POLYGON,195236,FROM_FD,孟刚,孟刚,满志敏,2003/05/22,115.257003,25.491300,24641.052734
,185,Yuanzhou Fu,吉安府,吉安府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Jiangxi,江西, , ,120010,POLYGON,195224,FROM_FD,孟刚,孟刚,满志敏,2003/05/22,114.741996,26.905399,24270.074218
,186,Jianchang Fu,建昌府,建昌府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Jiangxi,江西, , ,120010,POLYGON,195234,FROM_FD,孟刚,孟刚,满志敏,2003/05/22,116.675003,27.259099,8232.750976
,187,Ningdu Zhou,宁都州,寧都州, ,Zhilizhou,直隶州,3,1911,9,1911,9,Qingchao,清朝,Jiangxi,江西, , ,120010,POLYGON,195235,FROM_FD,孟刚,孟刚,满志敏,2003/05/22,116.075996,26.325399,7754.638183
,188,Su Zhou,肃州,肅州, ,Zhoufu,州府,3,1911,9,1911,9,Qingchao,清朝,Gansu,甘肃, , ,120015,POLYGON,195310,FROM_FD,孟刚,孙涛,满志敏,2004/09/28,99.028800,39.792701,27509.361328
,189,Huapingchuan Ting,化平川厅,化平川廳, ,Zhoufu,州府,3,1911,9,1911,9,Qingchao,清朝,Gansu,甘肃, , ,120015,POLYGON,195311,FROM_FD,孟刚,孙涛,满志敏,2004/09/28,106.362998,35.441699,779.768798
,190,Anxi Zhou,安西州,安西州, ,Zhoufu,州府,3,1911,9,1911,9,Qingchao,清朝,Gansu,甘肃, , ,120015,POLYGON,195312,FROM_FD,孟刚,孙涛,满志敏,2004/09/28,95.671600,40.581600,131190.250000
,191,Ganzhou Fu,甘州府,甘州府, ,Zhoufu,州府,3,1911,9,1911,9,Qingchao,清朝,Gansu,甘肃, , ,120015,POLYGON,195313,FROM_FD,孟刚,孙涛,满志敏,2004/09/28,100.736999,38.782501,14759.240234
,192,Liangzhou Fu,凉州府,涼州府, ,Zhoufu,州府,3,1911,9,1911,9,Qingchao,清朝,Gansu,甘肃, , ,120015,POLYGON,195314,FROM_FD,孟刚,孙涛,满志敏,2004/09/28,102.831001,37.988201,50641.035156
,193,Xi'ning Fu,西宁府,西寧府, ,Zhoufu,州府,3,1911,9,1911,9,Qingchao,清朝,Gansu,甘肃, , ,120015,POLYGON,195315,FROM_FD,孟刚,孙涛,满志敏,2004/09/28,101.642997,36.490001,48486.511718
,194,Lanzhou Fu,兰州府,蘭州府, ,Zhoufu,州府,3,1911,9,1911,9,Qingchao,清朝,Gansu,甘肃, , ,120015,POLYGON,195316,FROM_FD,孟刚,孙涛,满志敏,2004/09/28,104.047996,36.223201,35516.343750
,195,Ningxia Fu,宁夏府,寧夏府, ,Zhoufu,州府,3,1911,9,1911,9,Qingchao,清朝,Gansu,甘肃, , ,120015,POLYGON,195317,FROM_FD,孟刚,孙涛,满志敏,2004/09/28,106.209999,37.863399,30501.734375
,196,Guyuan Zhou,固原州,固原州, ,Zhoufu,州府,3,1911,9,1911,9,Qingchao,清朝,Gansu,甘肃, , ,120015,POLYGON,195318,FROM_FD,孟刚,孙涛,满志敏,2004/09/28,106.166000,36.424900,19652.353515
,197,Jing Zhou,泾州,涇州, ,Zhoufu,州府,3,1911,9,1911,9,Qingchao,清朝,Gansu,甘肃, , ,120015,POLYGON,195319,FROM_FD,孟刚,孙涛,满志敏,2004/09/28,107.276000,35.433700,7661.399902
,198,Pingliang Fu,平凉府,平涼府, ,Zhoufu,州府,3,1911,9,1911,9,Qingchao,清朝,Gansu,甘肃, , ,120015,POLYGON,195320,FROM_FD,孟刚,孙涛,满志敏,2004/09/28,106.126998,35.453998,8960.591796
,199,Gongchang Fu,巩昌府,鞏昌府, ,Zhoufu,州府,3,1911,9,1911,9,Qingchao,清朝,Gansu,甘肃, , ,120015,POLYGON,195321,FROM_FD,孟刚,孙涛,满志敏,2004/09/28,104.015998,34.754901,52290.925781
,200,Jie Zhou,阶州,階州, ,Zhoufu,州府,3,1911,9,1911,9,Qingchao,清朝,Gansu,甘肃, , ,120015,POLYGON,195322,FROM_FD,孟刚,孙涛,满志敏,2004/09/28,105.067001,33.290798,16595.246093
,201,Qin Zhou,秦州,秦州, ,Zhoufu,州府,3,1911,9,1911,9,Qingchao,清朝,Gansu,甘肃, , ,120015,POLYGON,195323,FROM_FD,孟刚,孙涛,满志敏,2004/09/28,105.791000,34.350101,19265.646484
,202,Qingyang Fu,庆阳府,慶陽府, ,Zhoufu,州府,3,1911,9,1911,9,Qingchao,清朝,Gansu,甘肃, , ,120015,POLYGON,195324,FROM_FD,孟刚,孙涛,满志敏,2004/09/28,107.744003,36.238601,22989.117187
,203,Zhangjiakou Ting,张家口厅,張家口廳, ,Zhiliting,直隶厅,3,1911,9,1911,9,Qingchao,清朝,Zhili,直隶, , ,120009,POLYGON,195330,FROM_FD,满志敏,满志敏, ,2005/11/20,114.845001,40.985198,3912.875976
,205,Chifeng Zhou,赤峰州,赤峰州, ,Zhilizhou,直隶州,3,1911,9,1911,9,Qingchao,清朝,Zhili,直隶, , ,120009,POLYGON,195332,FROM_FD,满志敏,满志敏, ,2005/11/20,119.107002,42.762798,17279.654296
,206,Duolunnuo'er Ting,多伦诺尔厅,多倫諾爾廳, ,Zhiliting,直隶厅,3,1911,9,1911,9,Qingchao,清朝,Zhili,直隶, , ,120009,POLYGON,195333,FROM_FD,满志敏,满志敏, ,2005/11/20,115.922996,42.306499,43799.128906
,207,Chaoyang Fu,朝阳府,朝陽府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Zhili,直隶, , ,120009,POLYGON,195334,FROM_FD,满志敏,满志敏, ,2005/11/20,120.528999,42.049701,52083.226562
,208,Chengde Fu,承德府,承德府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Zhili,直隶, , ,120009,POLYGON,195335,FROM_FD,满志敏,满志敏, ,2005/11/20,117.699996,41.509399,44481.171875
,209,Xinghe Ting,兴和厅,興和廳, ,Zhiliting,直隶厅,3,1911,9,1911,9,Qingchao,清朝,Shanxi,山西, , ,120011,POLYGON,195339,FROM_FD,满志敏,满志敏, ,2005/11/20,113.803001,40.865798,2958.050292
,210,Ningyuan Ting,宁远厅,寧遠廳, ,Zhiliting,直隶厅,3,1911,9,1911,9,Qingchao,清朝,Shanxi,山西, , ,120011,POLYGON,195340,FROM_FD,满志敏,满志敏, ,2005/11/20,112.543998,40.646800,5641.701171
,211,Guihuasuiyuan Cheng,归化绥远城,歸化綏遠城, ,Zhiliting,直隶厅,3,1911,9,1911,9,Qingchao,清朝,Shanxi,山西, , ,120011,POLYGON,195341,FROM_FD,满志敏,满志敏, ,2005/11/20,111.626998,40.778301,3779.360351
,212,Fengzhen Ting,丰镇厅,豐鎮廳, ,Zhiliting,直隶厅,3,1911,9,1911,9,Qingchao,清朝,Shanxi,山西, , ,120011,POLYGON,195342,FROM_FD,满志敏,满志敏, ,2005/11/20,113.301002,40.678798,4427.228515
,213,Taolin Ting,陶林厅,陶林廳, ,Zhiliting,直隶厅,3,1911,9,1911,9,Qingchao,清朝,Shanxi,山西, , ,120011,POLYGON,195343,FROM_FD,满志敏,满志敏, ,2005/11/20,112.777999,41.139900,3271.540771
,214,Wuchuan Ting,武川厅,武川廳, ,Zhiliting,直隶厅,3,1911,9,1911,9,Qingchao,清朝,Shanxi,山西, , ,120011,POLYGON,195344,FROM_FD,满志敏,满志敏, ,2005/11/20,111.325996,41.030998,3165.449218
,215,Shalaqi Ting,萨拉齐厅,薩拉齊廳, ,Zhiliting,直隶厅,3,1911,9,1911,9,Qingchao,清朝,Shanxi,山西, , ,120011,POLYGON,195345,FROM_FD,满志敏,满志敏, ,2005/11/20,110.625000,40.577400,4524.780761
,216,Taiping Fu,太平府,太平府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Guangxi,广西, , ,120016,POLYGON,195346,FROM_FD,孟刚,孙涛, ,2005/06/30,107.222000,22.496099,14519.256835
,217,Qingyuan Fu,庆远府,慶遠府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Guangxi,广西, , ,120016,POLYGON,195347,FROM_FD,孟刚,孙涛, ,2005/06/30,107.939002,24.716299,25598.287109
,218,Zhen'an Fu,镇安府,鎮安府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Guangxi,广西, , ,120016,POLYGON,195348,FROM_FD,孟刚,孙涛, ,2005/06/30,106.817001,23.406400,5210.270507
,219,Guishun Zhou,归顺州,歸順州, ,Zhilizhou,直隶州,3,1911,9,1911,9,Qingchao,清朝,Guangxi,广西, , ,120016,POLYGON,195349,FROM_FD,孟刚,孙涛, ,2005/06/30,106.153999,23.170900,5965.091308
,220,Wuzhou Fu,梧州府,梧州府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Guangxi,广西, , ,120016,POLYGON,195350,FROM_FD,孟刚,孙涛, ,2005/06/30,111.220001,23.450000,17152.220703
,221,Pingle Fu,平乐府,平樂府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Guangxi,广西, , ,120016,POLYGON,195351,FROM_FD,孟刚,孙涛, ,2005/06/30,111.027000,24.433000,20211.480468
,222,Guilin Fu,桂林府,桂林府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Guangxi,广西, , ,120016,POLYGON,195352,FROM_FD,孟刚,孙涛, ,2005/06/30,110.404998,25.457599,23984.398437
,223,Nanning Fu,南宁府,南寧府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Guangxi,广西, , ,120016,POLYGON,195353,FROM_FD,孟刚,孙涛, ,2005/06/30,108.394996,22.736700,14420.286132
,224,Zhou Fu,浔州府,潯州府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Guangxi,广西, , ,120016,POLYGON,195354,FROM_FD,孟刚,孙涛, ,2005/06/30,109.950996,23.401500,13717.975585
,225,Liuzhou Fu,柳州府,柳州府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Guangxi,广西, , ,120016,POLYGON,195355,FROM_FD,孟刚,孙涛, ,2005/06/30,109.314002,24.734199,22567.011718
,226,Shangsi Ting,上思厅,上思廳, ,Zhiliting,直隶厅,3,1911,9,1911,9,Qingchao,清朝,Guangxi,广西, , ,120016,POLYGON,195356,FROM_FD,孟刚,孙涛, ,2005/06/30,107.877998,22.053400,2967.203369
,227,Yulin Zhou,郁林州,郁林州, ,Zhilizhou,直隶州,3,1911,9,1911,9,Qingchao,清朝,Guangxi,广西, , ,120016,POLYGON,195357,FROM_FD,孟刚,孙涛, ,2005/06/30,110.092002,22.361999,10627.462890
,228,Cheng Fu,泗城府,泗城府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Guangxi,广西, , ,120016,POLYGON,195358,FROM_FD,孟刚,孙涛, ,2005/06/30,105.986000,24.527099,20022.644531
,229,Si'en Fu,思恩府,思恩府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Guangxi,广西, , ,120016,POLYGON,195359,FROM_FD,孟刚,孙涛, ,2005/06/30,108.315002,23.592399,17553.419921
