FID_,OBJECTID,NAME_PY,NAME_CH,NAME_FT,PRES_LOC,TYPE_PY,TYPE_CH,LEV_RANK,BEG_YR,BEG_RULE,END_YR,END_RULE,DYN_PY,DYN_CH,LEV1_PY,LEV1_CH,LEV2_PY,LEV2_CH,NOTE_ID,OBJ_TYPE,SYS_ID,GEO_SRC,COMPILER,GEOCOMP,CHECKER,ENT_DATE,X_COORD,Y_COORD,AREA
,11,Yulin Fu,榆林府,榆林府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西, , ,120003,POLYGON,195111,FROM_FD,满志敏,满志敏, ,2002/06/25,110.235000,38.361698,12688.477539
,12,Suide Zhou,绥德州,綏德州, ,Zhilizhou,直隶州,3,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西, , ,120003,POLYGON,195112,FROM_FD,满志敏,满志敏, ,2002/06/25,110.103996,37.535499,8682.833007
,13,Yan'an Fu,延安府,延安府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西, , ,120003,POLYGON,195113,FROM_FD,满志敏,满志敏, ,2002/06/25,109.061996,36.841899,33613.773437
,14,Fu Zhou,鄜州,鄜州, ,Zhilizhou,直隶州,3,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西, , ,120003,POLYGON,195114,FROM_FD,满志敏,满志敏, ,2002/06/25,109.192001,35.744800,11740.327148
,15,Tong Zhou,同州府,同州府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西, , ,120003,POLYGON,195115,FROM_FD,满志敏,满志敏, ,2002/06/25,109.958000,35.064098,11445.383789
,16,Xi'an Fu,西安府,西安府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西, , ,120003,POLYGON,195116,FROM_FD,满志敏,满志敏, ,2002/06/25,108.863998,34.231399,22415.363281
,17,Shang Zhou,商州,商州, ,Zhilizhou,直隶州,3,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西, , ,120003,POLYGON,195117,FROM_FD,满志敏,满志敏, ,2002/06/25,109.991996,33.647800,17750.609375
,18,Xing'an Fu,兴安府,興安府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西, , ,120003,POLYGON,195118,FROM_FD,满志敏,满志敏, ,2002/06/25,109.014999,32.618301,19894.626953
,19,Hanzhong Fu,汉中府,漢中府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西, , ,120003,POLYGON,195119,FROM_FD,满志敏,满志敏, ,2002/06/25,107.114997,33.246101,32244.582031
,20,Fengxiang Fu,凤翔府,凤翔府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西, , ,120003,POLYGON,195120,FROM_FD,满志敏,满志敏, ,2002/06/25,107.274002,34.523101,13934.578125
,21,Bin Zhou,邠州,邠州, ,Zhilizhou,直隶州,3,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西, , ,120003,POLYGON,195121,FROM_FD,满志敏,满志敏, ,2002/06/25,108.246002,35.050098,3915.284667
,22,Qian Zhou,乾州,乾州, ,Zhilizhou,直隶州,3,1911,9,1911,9,Qingchao,清朝,Shanxi,陕西, , ,120003,POLYGON,195122,FROM_FD,满志敏,满志敏, ,2002/06/25,108.170997,34.577098,2337.071289
,23,Yunyang Fu,郧阳府,鄖陽府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Hubei,湖北, , ,120002,POLYGON,195123,FROM_FD,满志敏,满志敏, ,2002/09/03,110.425003,32.314800,24979.298828
,24,Xiangyang Fu,襄阳府,襄陽府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Hubei,湖北, , ,120002,POLYGON,195124,FROM_FD,满志敏,满志敏, ,2002/09/03,111.911003,32.065700,19797.851562
,25,De'an Fu,德安府,德安府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Hubei,湖北, , ,120002,POLYGON,195125,FROM_FD,满志敏,满志敏, ,2002/09/03,113.472000,31.657800,12653.561523
,26,Hanyang Fu,汉阳府,漢陽府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Hubei,湖北, , ,120002,POLYGON,195126,FROM_FD,满志敏,满志敏, ,2002/09/03,113.853996,30.648500,14342.523437
,27,Huangzhou Fu,黄州府,黃州府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Hubei,湖北, , ,120002,POLYGON,195127,FROM_FD,满志敏,满志敏, ,2002/09/03,115.234001,30.733299,17570.234375
,28,Wuchang Fu,武昌府,武昌府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Hubei,湖北, , ,120002,POLYGON,195128,FROM_FD,满志敏,满志敏, ,2002/09/03,114.453002,29.863700,18890.806640
,29,Anlu Fu,安陆府,安陸府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Hubei,湖北, , ,120002,POLYGON,195129,FROM_FD,满志敏,满志敏, ,2002/09/03,112.843002,30.993700,12527.279296
,30,Jingmen Zhou,荆门州,荊門州, ,Zhilizhou,直隶州,3,1911,9,1911,9,Qingchao,清朝,Hubei,湖北, , ,120002,POLYGON,195130,FROM_FD,满志敏,满志敏, ,2002/09/03,112.004997,30.926799,8105.649902
,31,Yichang Fu,宜昌府,宜昌府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Hubei,湖北, , ,120002,POLYGON,195131,FROM_FD,满志敏,满志敏, ,2002/09/03,110.691001,30.706300,22207.486328
,32,Jingzhou Fu,荆州府,荊州府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Hubei,湖北, , ,120002,POLYGON,195132,FROM_FD,满志敏,满志敏, ,2002/09/03,112.221000,30.082799,15158.118164
,33,Shinan Fu,施南府,施南府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Hubei,湖北, , ,120002,POLYGON,195133,FROM_FD,满志敏,满志敏, ,2002/09/03,109.317001,30.111999,17528.195312
,34,Li Zhou,澧州,澧州, ,Zhilizhou,直隶州,3,1911,9,1911,9,Qingchao,清朝,Hunan,湖南, , ,120006,POLYGON,195134,FROM_FD,满志敏,满志敏, ,2002/10/11,111.157997,29.524799,14948.842773
,35,Changde Fu,常德府,常德府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Hunan,湖南, , ,120006,POLYGON,195135,FROM_FD,满志敏,满志敏, ,2002/10/11,111.764999,28.938400,11972.318359
,36,Yuezhou Fu,岳州府,岳州府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Hunan,湖南, , ,120006,POLYGON,195136,FROM_FD,满志敏,满志敏, ,2002/10/11,113.279998,29.156000,12279.886718
,37,Changsha Fu,长沙府,長沙府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Hunan,湖南, , ,120006,POLYGON,195137,FROM_FD,满志敏,满志敏, ,2002/10/11,112.731002,27.985099,42276.015625
,38,Baoqing Fu,宝庆府,寶慶府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Hunan,湖南, , ,120006,POLYGON,195138,FROM_FD,满志敏,满志敏, ,2002/10/11,111.033996,27.120899,22585.693359
,39,Yongshun Xian,永顺府,永顺府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Hunan,湖南, , ,120006,POLYGON,195139,FROM_FD,满志敏,满志敏, ,2002/10/11,109.857002,29.131299,13144.791992
,40,Chenzhou Fu,辰州府,辰州府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Hunan,湖南, , ,120006,POLYGON,195140,FROM_FD,满志敏,满志敏, ,2002/10/11,110.458999,28.232099,12745.655273
,41,Yuanzhou Fu,沅州府,沅州府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Hunan,湖南, , ,120006,POLYGON,195141,FROM_FD,满志敏,满志敏, ,2002/10/11,109.885002,27.472299,8037.893554
,42,Jing Zhou,靖州,靖州, ,Zhilizhou,直隶州,3,1911,9,1911,9,Qingchao,清朝,Hunan,湖南, , ,120006,POLYGON,195142,FROM_FD,满志敏,满志敏, ,2002/10/11,109.838996,26.618700,10025.584960
,43,Hengzhou Fu,衡州府,衡州府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Hunan,湖南, , ,120006,POLYGON,195143,FROM_FD,满志敏,满志敏, ,2002/10/11,112.860000,26.724100,16999.275390
,44,Yongzhou Fu,永州府,永州府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Hunan,湖南, , ,120006,POLYGON,195144,FROM_FD,满志敏,满志敏, ,2002/10/11,111.713996,25.889600,22237.720703
,45,Guiyang Zhou,桂阳州,桂陽州, ,Zhilizhou,直隶州,3,1911,9,1911,9,Qingchao,清朝,Hunan,湖南, , ,120006,POLYGON,195145,FROM_FD,满志敏,满志敏, ,2002/10/11,112.458999,25.602300,6845.124023
,46,Chen Zhou,郴州,郴州, ,Zhilizhou,直隶州,3,1911,9,1911,9,Qingchao,清朝,Hunan,湖南, , ,120006,POLYGON,195146,FROM_FD,满志敏,满志敏, ,2002/10/11,113.336997,25.766300,12901.052734
,47,Shaozhou Fu,韶州府,韶州府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Guangdong,广东, , ,120007,POLYGON,195147,FROM_FD,满志敏,满志敏, ,2002/10/31,113.464996,24.656499,17557.705078
,48,Nanxiong Zhou,南雄州,南雄州, ,Zhilizhou,直隶州,3,1911,9,1911,9,Qingchao,清朝,Guangdong,广东, , ,120007,POLYGON,195148,FROM_FD,满志敏,满志敏, ,2002/10/31,114.239997,25.029800,4448.052734
,49,Lian Zhou,连州,連州, ,Zhilizhou,直隶州,3,1911,9,1911,9,Qingchao,清朝,Guangdong,广东, , ,120007,POLYGON,195149,FROM_FD,满志敏,满志敏, ,2002/10/31,112.567001,24.693599,6037.599121
,50,Huizhou Fu,惠州府,惠州府, ,Fu,府,3,1911,9,1911,9,Qingchao,清朝,Guangdong,广东, , ,120007,POLYGON,195150,FROM_FD,满志敏,满志敏, ,2002/10/31,114.893997,23.613599,32415.029296
