"FID_","SYS_ID","NAME_PY","NAME_CH","NAME_FT","X_COORD","Y_COORD","PRES_LOC","TYPE_PY","TYPE_CH","LEV_RANK","BEG_YR","BEG_RULE","END_YR","END_RULE","DYN_PY","DYN_CH","LEV1_PY","LEN1_CH","LEV2_PY","LEV2_CH","CNTY_PY","CNTY_CH","NOTE_ID","OBJ_TYPE","LOC_ID","GEO_SRC","COMPILER","GEOCOMP","CHECKER","ENT_DATE"
,"15476","Peiziyanzhen","裴子岩镇","裴子巖鎮",115.040192,35.094616," ","Cunzhen","村镇","7",1820,"9",1820,"9","Qingchao","清朝","Zhili","直隶","Daming Fu","大名府"," "," ",25000,"POINT",9507,"FROM_TAN"," ","傅林祥/余慰","邹逸麟","2001/06/30"
,"15477","Baigoudian","白沟店","白溝店",116.008331,39.110516,"河北新城县东南白沟","Cunzhen","村镇","7",1820,"9",1820,"9","Qingchao","清朝","Zhili","直隶","Baoding Fu","保定府"," "," ",25000,"POINT",9506,"FROM_AC"," ","傅林祥/余慰","邹逸麟","2001/06/30"
,"15478","Qinghemen","清河门","清河門",121.407272,41.756893," ","Cunzhen","村镇","7",1820,"9",1820,"9","Qingchao","清朝","Zhili","直隶","Chengde Fu","承德府"," "," ",25000,"POINT",9510,"FROM_AC"," ","傅林祥/余慰","邹逸麟","2001/06/30"
,"15479","Zhagasu","扎嘎苏","扎嘎蘇",113.741066,41.500595,"内蒙古商都县东南脑包营子","Cunzhen","村镇","7",1820,"9",1820,"9","Qingchao","清朝","Zhili","直隶","Koubeisanting","口北三厅"," "," ",25000,"POINT",2065,"FROM_AC"," ","傅林祥/余慰","邹逸麟","2001/06/30"
,"15480","Lvqiudian","吕丘店","呂丘店",115.018257,35.439980," ","Cunzhen","村镇","7",1820,"9",1820,"9","Qingchao","清朝","Zhili","直隶","Daming Fu","大名府"," "," ",25000,"POINT",9507,"FROM_TAN"," ","傅林祥/余慰","邹逸麟","2001/06/30"
,"15481","Zhubaozhaibao","主薄寨堡","主薄寨堡",115.244659,35.798855," ","Cunzhen","村镇","7",1820,"9",1820,"9","Qingchao","清朝","Zhili","直隶","Daming Fu","大名府"," "," ",25000,"POINT",9507,"FROM_TAN"," ","傅林祥/余慰","邹逸麟","2001/06/30"
,"15482","Xiejiazhuangbao","谢家庄堡","謝家莊堡",115.469566,37.657967," ","Cunzhen","村镇","7",1820,"9",1820,"9","Qingchao","清朝","Zhili","直隶","Ji Zhou","冀州"," "," ",25000,"POINT",9501,"FROM_TAN"," ","傅林祥/余慰","邹逸麟","2001/06/30"
,"15483","Datianjiazhuang","大田家庄","大田家莊",115.697578,38.011753," ","Cunzhen","村镇","7",1820,"9",1820,"9","Qingchao","清朝","Zhili","直隶","Shen Zhou","深州"," "," ",25000,"POINT",9502,"FROM_TAN"," ","傅林祥/余慰","邹逸麟","2001/06/30"
,"15484","Wangshuzhen","望树镇","望樹鎮",117.319557,37.951103," ","Cunzhen","村镇","7",1820,"9",1820,"9","Qingchao","清朝","Zhili","直隶","Tianjin Fu","天津府"," "," ",25000,"POINT",9514,"FROM_AC"," ","傅林祥/余慰","邹逸麟","2001/06/30"
,"15485","Hedulingkou","鹤度岭口","鶴度嶺口",114.025940,37.470814," ","Cunzhen","村镇","7",1820,"9",1820,"9","Qingchao","清朝","Zhili","直隶","Shunde Fu","顺德府"," "," ",25000,"POINT",9512,"FROM_TAN"," ","傅林祥/余慰","邹逸麟","2001/06/30"
,"15486","Jinpiling","金陂岭","金陂嶺",115.230865,39.332726," ","Cunzhen","村镇","7",1820,"9",1820,"9","Qingchao","清朝","Zhili","直隶","Yi Zhou","易州"," "," ",25000,"POINT",9503,"FROM_AC"," ","傅林祥/余慰","邹逸麟","2001/06/30"
,"15487","Dongchencun","东陈村","東陳村",114.829048,37.540775," ","Cunzhen","村镇","7",1820,"9",1820,"9","Qingchao","清朝","Zhili","直隶","Zhao Zhou","赵州"," "," ",25000,"POINT",9504,"FROM_TAN"," ","傅林祥/余慰","邹逸麟","2001/06/30"
,"15488","Hanzhangzhen","韩张镇","韓張鎮",115.324478,36.076046," ","Cunzhen","村镇","7",1820,"9",1820,"9","Qingchao","清朝","Zhili","直隶","Daming Fu","大名府"," "," ",25000,"POINT",9507,"FROM_AC"," ","傅林祥/余慰","邹逸麟","2001/06/30"
,"15489","Huangjindibao","黄金隄堡","黃金隄堡",115.153732,36.458679," ","Cunzhen","村镇","7",1820,"9",1820,"9","Qingchao","清朝","Zhili","直隶","Daming Fu","大名府"," "," ",25000,"POINT",9507,"FROM_TAN"," ","傅林祥/余慰","邹逸麟","2001/06/30"
,"15490","Tougou","头沟","頭溝",118.056686,41.149406," ","Cunzhen","村镇","7",1820,"9",1820,"9","Qingchao","清朝","Zhili","直隶","Chengde Fu","承德府"," "," ",25000,"POINT",9510,"FROM_AC"," ","傅林祥/余慰","邹逸麟","2001/06/30"
,"15491","Mei'ergou","美尔沟","美爾溝",118.243935,41.703217," ","Cunzhen","村镇","7",1820,"9",1820,"9","Qingchao","清朝","Zhili","直隶","Chengde Fu","承德府"," "," ",25000,"POINT",9510,"FROM_TAN"," ","傅林祥/余慰","邹逸麟","2001/06/30"
,"15492","Tielingkou","铁岭口","鐵嶺口",114.239067,39.064509," ","Cunzhen","村镇","7",1820,"9",1820,"9","Qingchao","清朝","Zhili","直隶","Zhengding Fu","正定府"," "," ",25000,"POINT",9516,"FROM_TAN"," ","傅林祥/余慰","邹逸麟","2001/06/30"
,"15493","Tangmeidian","唐湄店","唐湄店",114.899986,38.894348," ","Cunzhen","村镇","7",1820,"9",1820,"9","Qingchao","清朝","Zhili","直隶","Baoding Fu","保定府"," "," ",25000,"POINT",9506,"FROM_TAN"," ","傅林祥/余慰","邹逸麟","2001/06/30"
,"15494","Ximalinbao","洗马林堡","洗馬林堡",114.462807,40.813915," ","Cunzhen","村镇","7",1820,"9",1820,"9","Qingchao","清朝","Zhili","直隶","Xuanhua Fu","宣化府"," "," ",25000,"POINT",9511,"FROM_AC"," ","傅林祥/余慰","邹逸麟","2001/06/30"
,"15495","Ming'ai","明爱","明愛",113.535728,41.553158,"内蒙古商都县","Cunzhen","村镇","7",1820,"9",1820,"9","Qingchao","清朝","Zhili","直隶","Koubeisanting","口北三厅"," "," ",25000,"POINT",2065,"FROM_AC"," ","傅林祥/余慰","邹逸麟","2001/06/30"
,"15496","Libu Muchang","礼部牧厂","禮部牧廠",113.839760,41.459747,"内蒙古商都县东南察汗淖尔之西","Cunzhen","村镇","7",1820,"9",1820,"9","Qingchao","清朝","Zhili","直隶","Koubeisanting","口北三厅"," "," ",25000,"POINT",2065,"FROM_TAN"," ","傅林祥/余慰","邹逸麟","2001/06/30"
,"15497","Sitaizui","四台咀","四臺咀",115.350678,40.810970," ","Cunzhen","村镇","7",1820,"9",1820,"9","Qingchao","清朝","Zhili","直隶","Koubeisanting","口北三厅"," "," ",25000,"POINT",2065,"FROM_AC"," ","傅林祥/余慰","邹逸麟","2001/06/30"
,"15498","Jianhe","涧河","澗河",118.043953,39.240215," ","Cunzhen","村镇","7",1820,"9",1820,"9","Qingchao","清朝","Zhili","直隶","Zunhua","遵化州"," "," ",25000,"POINT",9505,"FROM_TAN"," ","傅林祥/余慰","邹逸麟","2001/06/30"
,"15499","Nailingao","奈林稿","奈林稿",121.863701,42.625603," ","Cunzhen","村镇","7",1820,"9",1820,"9","Qingchao","清朝","Zhili","直隶","Chengde Fu","承德府"," "," ",25000,"POINT",9510,"FROM_AC"," ","傅林祥/余慰","邹逸麟","2001/06/30"
,"15500","Mingyuedian","明月店","明月店",114.901237,38.473221,"河北定州市西南明月店","Cunzhen","村镇","7",1820,"9",1820,"9","Qingchao","清朝","Zhili","直隶","Ding Zhou","定州"," "," ",25000,"POINT",9500,"FROM_AC"," ","傅林祥/余慰","邹逸麟","2001/06/30"
,"15501","Dabao","大堡","大堡",115.299744,38.225506,"河北深泽县东北大堡","Cunzhen","村镇","7",1820,"9",1820,"9","Qingchao","清朝","Zhili","直隶","Ding Zhou","定州"," "," ",25000,"POINT",9500,"FROM_TAN"," ","傅林祥/余慰","邹逸麟","2001/06/30"
,"15502","Qingfengdian","清风店","清風店",115.076378,38.601933,"河北定州市东北清风店","Cunzhen","村镇","7",1820,"9",1820,"9","Qingchao","清朝","Zhili","直隶","Ding Zhou","定州"," "," ",25000,"POINT",9500,"FROM_AC"," ","傅林祥/余慰","邹逸麟","2001/06/30"
,"15503","Xineibao","西内堡","西內堡",115.132088,38.239304,"河北深泽县西北西内堡","Cunzhen","村镇","7",1820,"9",1820,"9","Qingchao","清朝","Zhili","直隶","Ding Zhou","定州"," "," ",25000,"POINT",9500,"FROM_AC"," ","傅林祥/余慰","邹逸麟","2001/06/30"
,"15504","Xiliuji","西流集","西流集",115.343201,37.426765,"河北新河县东南西流","Cunzhen","村镇","7",1820,"9",1820,"9","Qingchao","清朝","Zhili","直隶","Ji Zhou","冀州"," "," ",25000,"POINT",9501,"FROM_AC"," ","傅林祥/余慰","邹逸麟","2001/06/30"
,"15505","Zhaoqiaobao","赵桥堡","趙橋堡",115.954048,37.934269,"河北武邑县北赵桥","Cunzhen","村镇","7",1820,"9",1820,"9","Qingchao","清朝","Zhili","直隶","Ji Zhou","冀州"," "," ",25000,"POINT",9501,"FROM_AC"," ","傅林祥/余慰","邹逸麟","2001/06/30"
,"15506","Liuzhongbao","留中堡","留中堡",115.844360,37.687324,"河北武邑县西南留仲","Cunzhen","村镇","7",1820,"9",1820,"9","Qingchao","清朝","Zhili","直隶","Ji Zhou","冀州"," "," ",25000,"POINT",9501,"FROM_AC"," ","傅林祥/余慰","邹逸麟","2001/06/30"
,"15507","Tiancunbao","田村堡","田村堡",115.489166,37.442173,"河北冀州市西南田村","Cunzhen","村镇","7",1820,"9",1820,"9","Qingchao","清朝","Zhili","直隶","Ji Zhou","冀州"," "," ",25000,"POINT",9501,"FROM_AC"," ","傅林祥/余慰","邹逸麟","2001/06/30"
,"15508","Guyingbao","古营堡","古營堡",115.722153,37.312939,"河北枣强县南大营","Cunzhen","村镇","7",1820,"9",1820,"9","Qingchao","清朝","Zhili","直隶","Ji Zhou","冀州"," "," ",25000,"POINT",9501,"FROM_AC"," ","傅林祥/余慰","邹逸麟","2001/06/30"
,"15509","Sunzhuangzhaibao","孙庄寨堡","孫莊寨堡",116.003410,37.732162,"河北武邑县东南孙寨","Cunzhen","村镇","7",1820,"9",1820,"9","Qingchao","清朝","Zhili","直隶","Ji Zhou","冀州"," "," ",25000,"POINT",9501,"FROM_TAN"," ","傅林祥/余慰","邹逸麟","2001/06/30"
,"15510","Xiaozhangbao","肖张堡","肖張堡",115.712753,37.596703,"河北枣强县北肖张","Cunzhen","村镇","7",1820,"9",1820,"9","Qingchao","清朝","Zhili","直隶","Ji Zhou","冀州"," "," ",25000,"POINT",9501,"FROM_AC"," ","傅林祥/余慰","邹逸麟","2001/06/30"
,"15511","Dongjiamiaobao","董家庙堡","董家廟堡",115.545906,37.120548,"河北南宫市东南董家庙","Cunzhen","村镇","7",1820,"9",1820,"9","Qingchao","清朝","Zhili","直隶","Ji Zhou","冀州"," "," ",25000,"POINT",9501,"FROM_AC"," ","傅林祥/余慰","邹逸麟","2001/06/30"
,"15512","Quanzibao","圈子堡","圈子堡",115.564712,37.489620,"河北枣强县西南卷子","Cunzhen","村镇","7",1820,"9",1820,"9","Qingchao","清朝","Zhili","直隶","Ji Zhou","冀州"," "," ",25000,"POINT",9501,"FROM_AC"," ","傅林祥/余慰","邹逸麟","2001/06/30"
,"15513","Liuchangbao","流常堡","流常堡",115.822212,37.585587,"河北枣强县东北流常","Cunzhen","村镇","7",1820,"9",1820,"9","Qingchao","清朝","Zhili","直隶","Ji Zhou","冀州"," "," ",25000,"POINT",9501,"FROM_AC"," ","傅林祥/余慰","邹逸麟","2001/06/30"
,"15514","Hancunbao","韩村堡","韓村堡",115.452759,37.534489,"河北翼州市西南韩村","Cunzhen","村镇","7",1820,"9",1820,"9","Qingchao","清朝","Zhili","直隶","Ji Zhou","冀州"," "," ",25000,"POINT",9501,"FROM_AC"," ","傅林祥/余慰","邹逸麟","2001/06/30"
,"15515","Jiaogang","焦冈","焦岡",115.556053,37.692783,"河北衡水市西南焦汪","Cunzhen","村镇","7",1820,"9",1820,"9","Qingchao","清朝","Zhili","直隶","Ji Zhou","冀州"," "," ",25000,"POINT",9501,"FROM_TAN"," ","傅林祥/余慰","邹逸麟","2001/06/30"
,"15516","Xiaodibao","小隄堡","小隄堡",115.636986,38.127918,"河北饶阳县西南小堤","Cunzhen","村镇","7",1820,"9",1820,"9","Qingchao","清朝","Zhili","直隶","Shen Zhou","深州"," "," ",25000,"POINT",9502,"FROM_TAN"," ","傅林祥/余慰","邹逸麟","2001/06/30"
,"15517","Xiaoying","小营","小營",115.936951,38.102974,"河北武强县西北小营","Cunzhen","村镇","7",1820,"9",1820,"9","Qingchao","清朝","Zhili","直隶","Shen Zhou","深州"," "," ",25000,"POINT",9502,"FROM_TAN"," ","傅林祥/余慰","邹逸麟","2001/06/30"
,"15518","Xiaofanzhen","小范镇","小范鎮",115.977333,38.043091,"河北武强县治小范镇","Cunzhen","村镇","7",1820,"9",1820,"9","Qingchao","清朝","Zhili","直隶","Shen Zhou","深州"," "," ",25000,"POINT",9502,"FROM_AC"," ","傅林祥/余慰","邹逸麟","2001/06/30"
,"15519","Ziwendianbao","子文店堡","子文店堡",115.393280,38.204983,"河北安平县西大子文","Cunzhen","村镇","7",1820,"9",1820,"9","Qingchao","清朝","Zhili","直隶","Shen Zhou","深州"," "," ",25000,"POINT",9502,"FROM_AC"," ","傅林祥/余慰","邹逸麟","2001/06/30"
,"15520","Sanlongtang","三龙堂","三龍堂",115.747169,37.905476,"河北深县东南三龙堂","Cunzhen","村镇","7",1820,"9",1820,"9","Qingchao","清朝","Zhili","直隶","Shen Zhou","深州"," "," ",25000,"POINT",9502,"FROM_TAN"," ","傅林祥/余慰","邹逸麟","2001/06/30"
,"15521","Madianbao","马店堡","馬店堡",115.409424,38.319416,"河北安平县西北马店","Cunzhen","村镇","7",1820,"9",1820,"9","Qingchao","清朝","Zhili","直隶","Shen Zhou","深州"," "," ",25000,"POINT",9502,"FROM_AC"," ","傅林祥/余慰","邹逸麟","2001/06/30"
,"15522","Ningjing'ankou","凝静庵口","凝靜庵口",114.830956,39.270687,"河北涞源县东南宁静庵口","Cunzhen","村镇","7",1820,"9",1820,"9","Qingchao","清朝","Zhili","直隶","Yi Zhou","易州"," "," ",25000,"POINT",9503,"FROM_TAN"," ","傅林祥/余慰","邹逸麟","2001/06/30"
,"15523","Longhuadian","龙华店","龍華店",115.253418,39.322453,"河北易县西大龙华","Cunzhen","村镇","7",1820,"9",1820,"9","Qingchao","清朝","Zhili","直隶","Yi Zhou","易州"," "," ",25000,"POINT",9503,"FROM_AC"," ","傅林祥/余慰","邹逸麟","2001/06/30"
,"15524","Baishikou","白石口","白石口",114.697754,39.251751,"河北涞源县南白石口","Cunzhen","村镇","7",1820,"9",1820,"9","Qingchao","清朝","Zhili","直隶","Yi Zhou","易州"," "," ",25000,"POINT",9503,"FROM_TAN"," ","傅林祥/余慰","邹逸麟","2001/06/30"
,"15525","Jinpizhen","金陂镇","金陂鎮",115.230865,39.332726,"河北易县西金陂","Cunzhen","村镇","7",1820,"9",1820,"9","Qingchao","清朝","Zhili","直隶","Yi Zhou","易州"," "," ",25000,"POINT",9503,"FROM_TAN"," ","傅林祥/余慰","邹逸麟","2001/06/30"
,"15526","Jinshuikou","金水口","金水口",115.048233,39.604420,"河北涞水县西北金水口","Cunzhen","村镇","7",1820,"9",1820,"9","Qingchao","清朝","Zhili","直隶","Yi Zhou","易州"," "," ",25000,"POINT",9503,"FROM_TAN"," ","傅林祥/余慰","邹逸麟","2001/06/30"
,"15527","Xishuizhai","西水寨","西水寨",115.216456,39.150147,"河北易县西南西水","Cunzhen","村镇","7",1820,"9",1820,"9","Qingchao","清朝","Zhili","直隶","Yi Zhou","易州"," "," ",25000,"POINT",9503,"FROM_TAN"," ","傅林祥/余慰","邹逸麟","2001/06/30"
,"15528","Shuidongcun","水东村","水東村",115.644997,39.486412,"河北涞水县西北水东营","Cunzhen","村镇","7",1820,"9",1820,"9","Qingchao","清朝","Zhili","直隶","Yi Zhou","易州"," "," ",25000,"POINT",9503,"FROM_TAN"," ","傅林祥/余慰","邹逸麟","2001/06/30"
,"15529","Qifengkou","奇峰口","奇峰口",115.291428,39.476032,"河北易县西北奇峰口","Cunzhen","村镇","7",1820,"9",1820,"9","Qingchao","清朝","Zhili","直隶","Yi Zhou","易州"," "," ",25000,"POINT",9503,"FROM_TAN"," ","傅林祥/余慰","邹逸麟","2001/06/30"
,"15530","Mashuikou","马水口","馬水口",115.104897,39.826077,"河北涿鹿县南马水口","Cunzhen","村镇","7",1820,"9",1820,"9","Qingchao","清朝","Zhili","直隶","Yi Zhou","易州"," "," ",25000,"POINT",9503,"FROM_TAN"," ","傅林祥/余慰","邹逸麟","2001/06/30"
,"15531","Dalongmenkou","大龙门口","大龍門口",115.360916,39.818516,"河北涞水县西北大龙门","Cunzhen","村镇","7",1820,"9",1820,"9","Qingchao","清朝","Zhili","直隶","Yi Zhou","易州"," "," ",25000,"POINT",9503,"FROM_TAN"," ","傅林祥/余慰","邹逸麟","2001/06/30"
,"15532","Langyakou","狼牙口","狼牙口",114.287605,39.099857,"河北涞源县西南狼牙口","Cunzhen","村镇","7",1820,"9",1820,"9","Qingchao","清朝","Zhili","直隶","Yi Zhou","易州"," "," ",25000,"POINT",9503,"FROM_TAN"," ","傅林祥/余慰","邹逸麟","2001/06/30"
,"15533","Chajianling","插箭岭","插箭嶺",114.644020,39.241329,"河北涞源县南插箭岭","Cunzhen","村镇","7",1820,"9",1820,"9","Qingchao","清朝","Zhili","直隶","Yi Zhou","易州"," "," ",25000,"POINT",9503,"FROM_TAN"," ","傅林祥/余慰","邹逸麟","2001/06/30"
,"15534","Futuyukou","浮图峪口","浮圖峪口",114.853165,39.335327,"河北涞源县东浮图峪","Cunzhen","村镇","7",1820,"9",1820,"9","Qingchao","清朝","Zhili","直隶","Yi Zhou","易州"," "," ",25000,"POINT",9503,"FROM_AC"," ","傅林祥/余慰","邹逸麟","2001/06/30"
,"15535","Wulonggoukou","乌龙沟口","烏龍溝口",114.945633,39.480206,"河北涞源县东北乌龙沟","Cunzhen","村镇","7",1820,"9",1820,"9","Qingchao","清朝","Zhili","直隶","Yi Zhou","易州"," "," ",25000,"POINT",9503,"FROM_AC"," ","傅林祥/余慰","邹逸麟","2001/06/30"
,"15536","Shayukou","沙峪口","沙峪口",115.392715,39.494556,"河北易县西北沙峪口","Cunzhen","村镇","7",1820,"9",1820,"9","Qingchao","清朝","Zhili","直隶","Yi Zhou","易州"," "," ",25000,"POINT",9503,"FROM_TAN"," ","傅林祥/余慰","邹逸麟","2001/06/30"
,"15537","Tayakou","塔崖口","塔崖口",114.992851,39.431835,"河北涞源县东北塔崖驿","Cunzhen","村镇","7",1820,"9",1820,"9","Qingchao","清朝","Zhili","直隶","Yi Zhou","易州"," "," ",25000,"POINT",9503,"FROM_AC"," ","傅林祥/余慰","邹逸麟","2001/06/30"
,"15538","Huangzhuang","黄庄","黃莊",115.290764,39.577991,"河北涞水县西北黄庄镇","Cunzhen","村镇","7",1820,"9",1820,"9","Qingchao","清朝","Zhili","直隶","Yi Zhou","易州"," "," ",25000,"POINT",9503,"FROM_TAN"," ","傅林祥/余慰","邹逸麟","2001/06/30"
,"15539","Jiajiakou","贾家口","賈家口",115.057213,37.602364,"河北宁晋县东贾口","Cunzhen","村镇","7",1820,"9",1820,"9","Qingchao","清朝","Zhili","直隶","Zhao Zhou","赵州"," "," ",25000,"POINT",9504,"FROM_TAN"," ","傅林祥/余慰","邹逸麟","2001/06/30"
,"15540","Qinglongzhai","青龙寨","青龍寨",114.246246,37.482235,"河北临城县西北青龙寨","Cunzhen","村镇","7",1820,"9",1820,"9","Qingchao","清朝","Zhili","直隶","Zhao Zhou","赵州"," "," ",25000,"POINT",9504,"FROM_AC"," ","傅林祥/余慰","邹逸麟","2001/06/30"
,"15541","Dalucun","大陆村","大陸村",115.046646,37.661606,"河北宁晋县东北大陆村","Cunzhen","村镇","7",1820,"9",1820,"9","Qingchao","清朝","Zhili","直隶","Zhao Zhou","赵州"," "," ",25000,"POINT",9504,"FROM_AC"," ","傅林祥/余慰","邹逸麟","2001/06/30"
,"15542","Yingshangcun","营上村","營上村",115.127571,37.612732,"河北宁晋县东大营上","Cunzhen","村镇","7",1820,"9",1820,"9","Qingchao","清朝","Zhili","直隶","Zhao Zhou","赵州"," "," ",25000,"POINT",9504,"FROM_TAN"," ","傅林祥/余慰","邹逸麟","2001/06/30"
,"15543","Shahe","沙河","沙河",114.734436,37.656055,"河北赵县南沙河店","Cunzhen","村镇","7",1820,"9",1820,"9","Qingchao","清朝","Zhili","直隶","Zhao Zhou","赵州"," "," ",25000,"POINT",9504,"FROM_AC"," ","傅林祥/余慰","邹逸麟","2001/06/30"
,"15544","Shimenzhen","石门镇","石門鎮",117.696754,40.112427,"河北遵化市西南石门","Cunzhen","村镇","7",1820,"9",1820,"9","Qingchao","清朝","Zhili","直隶","Zunhua","遵化州"," "," ",25000,"POINT",9505,"FROM_AC"," ","傅林祥/余慰","邹逸麟","2001/06/30"
,"15545","Da'ankouguan","大安口关","大安口關",117.801178,40.227993,"河北遵化县西北大安口","Cunzhen","村镇","7",1820,"9",1820,"9","Qingchao","清朝","Zhili","直隶","Zunhua","遵化州"," "," ",25000,"POINT",9505,"FROM_TAN"," ","傅林祥/余慰","邹逸麟","2001/06/30"
,"15546","Baimachuan","白马川","白馬川",117.814384,39.827602,"河北兴隆县东北白马川","Cunzhen","村镇","7",1820,"9",1820,"9","Qingchao","清朝","Zhili","直隶","Zunhua","遵化州"," "," ",25000,"POINT",9505,"FROM_TAN"," ","傅林祥/余慰","邹逸麟","2001/06/30"
,"15547","Malanguan","马兰关","馬蘭關",117.691902,40.183960,"河北遵化市西北马兰关","Cunzhen","村镇","7",1820,"9",1820,"9","Qingchao","清朝","Zhili","直隶","Zunhua","遵化州"," "," ",25000,"POINT",9505,"FROM_AC"," ","傅林祥/余慰","邹逸麟","2001/06/30"
,"15548","Banbishan","半壁山","半壁山",117.924576,40.368999,"河北兴隆县东南半壁山","Cunzhen","村镇","7",1820,"9",1820,"9","Qingchao","清朝","Zhili","直隶","Zunhua","遵化州"," "," ",25000,"POINT",9505,"FROM_AC"," ","傅林祥/余慰","邹逸麟","2001/06/30"
,"15549","Fengtaiqiao","丰台桥","豐臺橋",117.758018,39.565571,"河北宁河县西北丰台","Cunzhen","村镇","7",1820,"9",1820,"9","Qingchao","清朝","Zhili","直隶","Zunhua","遵化州"," "," ",25000,"POINT",9505,"FROM_AC"," ","傅林祥/余慰","邹逸麟","2001/06/30"
,"15550","Luowenyuguan","罗文峪关","羅文峪關",117.939087,40.269539,"河北遵化市西北罗文峪","Cunzhen","村镇","7",1820,"9",1820,"9","Qingchao","清朝","Zhili","直隶","Zunhua","遵化州"," "," ",25000,"POINT",9505,"FROM_TAN"," ","傅林祥/余慰","邹逸麟","2001/06/30"
,"15551","Songpengying","松棚营","松棚營",118.117645,40.236122,"河北遵化县东北松棚营","Cunzhen","村镇","7",1820,"9",1820,"9","Qingchao","清朝","Zhili","直隶","Zunhua","遵化州"," "," ",25000,"POINT",9505,"FROM_TAN"," ","傅林祥/余慰","邹逸麟","2001/06/30"
,"15552","Hongshankouguan","洪山口关","洪山口關",118.084846,40.341835,"河北遵化市东北洪山口","Cunzhen","村镇","7",1820,"9",1820,"9","Qingchao","清朝","Zhili","直隶","Zunhua","遵化州"," "," ",25000,"POINT",9505,"FROM_AC"," ","傅林祥/余慰","邹逸麟","2001/06/30"
,"15553","Yuezhi","越支","越支",118.159294,39.450245,"河北丰南县东南越支","Cunzhen","村镇","7",1820,"9",1820,"9","Qingchao","清朝","Zhili","直隶","Zunhua","遵化州"," "," ",25000,"POINT",9505,"FROM_TAN"," ","傅林祥/余慰","邹逸麟","2001/06/30"
,"15554","Nianyuguan","鲇鱼关","鲇魚關",117.739052,40.200947,"河北遵化市西北鲇鱼关","Cunzhen","村镇","7",1820,"9",1820,"9","Qingchao","清朝","Zhili","直隶","Zunhua","遵化州"," "," ",25000,"POINT",9505,"FROM_TAN"," ","傅林祥/余慰","邹逸麟","2001/06/30"
,"15555","Dongyangtou","东阳头","東陽頭",115.556183,37.969501,"河北深县南东阳台","Cunzhen","村镇","7",1820,"9",1820,"9","Qingchao","清朝","Zhili","直隶","Shen Zhou","深州"," "," ",25000,"POINT",9502,"FROM_TAN"," ","傅林祥/余慰","邹逸麟","2001/06/30"
,"15556","Wanggang","王冈","王岡",115.682808,38.308418,"河北饶阳县西北王岗","Cunzhen","村镇","7",1820,"9",1820,"9","Qingchao","清朝","Zhili","直隶","Shen Zhou","深州"," "," ",25000,"POINT",9502,"FROM_TAN"," ","傅林祥/余慰","邹逸麟","2001/06/30"
,"15557","Zhanggang","张冈","張岡",115.726585,38.358440,"河北饶阳县北东张岗","Cunzhen","村镇","7",1820,"9",1820,"9","Qingchao","清朝","Zhili","直隶","Shen Zhou","深州"," "," ",25000,"POINT",9502,"FROM_AC"," ","傅林祥/余慰","邹逸麟","2001/06/30"
,"15558","Beiliyuan","北黎园","北黎園",115.625374,37.875977,"河北深州市东南北黎园","Cunzhen","村镇","7",1820,"9",1820,"9","Qingchao","清朝","Zhili","直隶","Shen Zhou","深州"," "," ",25000,"POINT",9502,"FROM_TAN"," ","傅林祥/余慰","邹逸麟","2001/06/30"
,"15559","Zhaozhuang","赵庄","趙莊",114.959129,37.597839,"河北宁晋县东南赵庄","Cunzhen","村镇","7",1820,"9",1820,"9","Qingchao","清朝","Zhili","直隶","Zhao Zhou","赵州"," "," ",25000,"POINT",9504,"FROM_TAN"," ","傅林祥/余慰","邹逸麟","2001/06/30"
,"15560","Xiaolujiazhuang","小鹿家庄","小鹿家莊",115.109390,38.547314,"河北定州东北北鹿庄","Cunzhen","村镇","7",1820,"9",1820,"9","Qingchao","清朝","Zhili","直隶","Ding Zhou","定州"," "," ",25000,"POINT",9500,"FROM_TAN"," ","傅林祥/余慰","邹逸麟","2001/06/30"
,"15561","Quantouzhen","圈头镇","圈頭鎮",115.807732,37.861652,"河北武邑县西北圈头","Cunzhen","村镇","7",1820,"9",1820,"9","Qingchao","清朝","Zhili","直隶","Ji Zhou","冀州"," "," ",25000,"POINT",9501,"FROM_AC"," ","傅林祥/余慰","邹逸麟","2001/06/30"
,"15562","Hetoucun","河头村","河頭村",115.767426,37.945995,"河北深州市东南南西河头","Cunzhen","村镇","7",1820,"9",1820,"9","Qingchao","清朝","Zhili","直隶","Shen Zhou","深州"," "," ",25000,"POINT",9502,"FROM_TAN"," ","傅林祥/余慰","邹逸麟","2001/06/30"
,"15563","Shiting","石亭","石亭",115.718887,39.522129,"河北涞水县北石亭","Cunzhen","村镇","7",1820,"9",1820,"9","Qingchao","清朝","Zhili","直隶","Yi Zhou","易州"," "," ",25000,"POINT",9503,"FROM_AC"," ","傅林祥/余慰","邹逸麟","2001/06/30"
,"15564","Gaoluocun","高洛村","高洛村",115.735077,39.329662,"河北涞水县东南高洛村","Cunzhen","村镇","7",1820,"9",1820,"9","Qingchao","清朝","Zhili","直隶","Yi Zhou","易州"," "," ",25000,"POINT",9503,"FROM_TAN"," ","傅林祥/余慰","邹逸麟","2001/06/30"
