FID_,SYS_ID,NAME_PY,NAME_CH,NAME_FT,X_COORD,Y_COORD,PRES_LOC,TYPE_PY,TYPE_CH,LEV_RANK,BEG_YR,BEG_RULE,END_YR,END_RULE,DYN_PY,DYN_CH,LEV1_PY,LEV1_CH,LEV2_PY,LEV2_CH,NOTE_ID,OBJ_TYPE,GEO_ID,GEO_SRC,COMPILER,GEOCOMP,CHECKER,ENT_DATE
,1,Ba Zhou,霸州,霸州,116.395248,39.101536,河北霸县,Zhou,州,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Shuntian Fu,顺天府,25000,POINT,9513,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,2,Zhenghuangdengsiqi Muchang,正黄等四旗牧厂,正黃等四旗牧廠,113.894218,41.214775,内蒙古兴和县北大井洼东北,Muchang,牧厂,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Koubeisanting,口北三厅,25000,POINT,2065,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,3,Dingxing,定兴县,定興縣,115.774193,39.269592,河北定兴县,Xian,县,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Baoding Fu,保定府,25000,POINT,9506,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,4,Shenze,深泽县,深澤縣,115.192085,38.184902,河北深泽县,Xian,县,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Ding Zhou,定州,25000,POINT,9500,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,5,Quyang,曲阳县,曲陽縣,114.690201,38.621449,河北曲阳县,Xian,县,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Ding Zhou,定州,25000,POINT,9500,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,6,Zaoqiang,枣强县,棗強縣,115.718079,37.502640,河北枣强县,Xian,县,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Ji Zhou,冀州,25000,POINT,9501,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,7,Wuyi,武邑县,武邑縣,115.890663,37.805992,河北武邑县,Xian,县,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Ji Zhou,冀州,25000,POINT,9501,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,8,Nangong,南宫县,南宮縣,115.380066,37.359154,河北南宫市,Xian,县,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Ji Zhou,冀州,25000,POINT,9501,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,9,Hengshui,衡水县,衡水縣,115.705727,37.726162,河北衡水市,Xian,县,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Ji Zhou,冀州,25000,POINT,9501,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,10,Xinhe,新河县,新河縣,115.246506,37.529594,河北新河县,Xian,县,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Ji Zhou,冀州,25000,POINT,9501,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,11,Wuqiang,武强县,武強縣,115.859230,37.994431,河北武强县西南武强镇,Xian,县,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Shen Zhou,深州,25000,POINT,9502,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,12,Raoyang,饶阳县,饒陽縣,115.736023,38.245987,河北饶阳县,Xian,县,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Shen Zhou,深州,25000,POINT,9502,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,13,Laishui,涞水县,淶水縣,115.707802,39.391743,河北涞水县,Xian,县,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Y Zhou,易州,25000,POINT,9503,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,14,Guangchang,广昌县,廣昌縣,114.688774,39.354015,河北涞源县,Xian,县,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Y Zhou,易州,25000,POINT,9503,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,15,Baixiang,柏乡县,柏鄉縣,114.680580,37.494690,河北柏乡县,Xian,县,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Zhao Zhou,赵州,25000,POINT,9504,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,16,Ningjin,宁晋县,寧晉縣,114.915398,37.621086,河北宁晋县,Xian,县,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Zhao Zhou,赵州,25000,POINT,9504,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,17,Gaoyi,高邑县,高邑縣,114.611526,37.604755,河北高邑县,Xian,县,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Zhao Zhou,赵州,25000,POINT,9504,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,18,Longping,隆平县,隆平縣,114.766045,37.352280,河北隆尧县,Xian,县,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Zhao Zhou,赵州,25000,POINT,9504,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,19,Yutian,玉田县,玉田縣,117.754776,39.883671,河北玉田县,Xian,县,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Zunhua Zhou,遵化州,25000,POINT,9505,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,20,Fengrun,丰润县,豐潤縣,118.134895,39.827602,河北玉田县,Xian,县,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Zunhua Zhou,遵化州,25000,POINT,9505,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,21,Tang Xian,唐县,唐縣,114.969101,38.741489,河北唐县,Xian,县,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Baoding Fu,保定府,25000,POINT,9506,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,22,Shulu,束鹿县,束鹿縣,115.308548,37.848534,河北束鹿县东南新城,Xian,县,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Baoding Fu,保定府,25000,POINT,9506,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,23,Li Xian,蠡县,蠡縣,115.574700,38.490063,河北蠡县,Xian,县,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Baoding Fu,保定府,25000,POINT,9506,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,24,Qi Zhou,祁州,祁州,115.315086,38.412342,河北安国县,Zhou,州,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Baoding Fu,保定府,25000,POINT,9506,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,25,Gaoyang,高阳县,高陽縣,115.774200,38.688908,河北高阳县,Xian,县,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Baoding Fu,保定府,25000,POINT,9506,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,26,Mancheng,满城县,滿城縣,115.315620,38.947723,河北满城县,Xian,县,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Baoding Fu,保定府,25000,POINT,9506,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,27,Qingyuan,清苑县,清苑縣,115.484612,38.756588,河北保定市,Xian,县,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Baoding Fu,保定府,25000,POINT,9506,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,28,Xiong Xian,雄县,雄縣,116.092705,38.975880,河北雄县,Xian,县,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Baoding Fu,保定府,25000,POINT,9506,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,29,Boye,博野县,博野縣,115.459084,38.457569,河北博野县,Xian,县,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Baoding Fu,保定府,25000,POINT,9506,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,30,Ansu,安肃县,安肅縣,115.657387,39.019436,河北徐水县,Xian,县,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Baoding Fu,保定府,25000,POINT,9506,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,31,Xincheng,新城县,新城縣,115.987564,39.245949,河北新城县东南旧新城,Xian,县,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Baoding Fu,保定府,25000,POINT,9506,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,32,Rongcheng,容城县,容城縣,115.865715,39.051655,河北容城县,Xian,县,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Baoding Fu,保定府,25000,POINT,9506,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,33,Wangdu,望都县,望都縣,115.133423,38.705265,河北望都县,Xian,县,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Baoding Fu,保定府,25000,POINT,9506,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,34,Lulong,卢龙县,盧龍縣,118.862000,39.876999,河北卢龙县,Xian,县,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Yongping Fu,永平府,25000,POINT,9515,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,35,An Zhou,安州,安州,115.817550,38.875374,河北安新县西南安州,Zhou,州,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Baoding Fu,保定府,25000,POINT,9506,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,36,Xin'an,新安县,新安縣,115.928001,38.924999,河北安新县,Xian,县,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Baoding Fu,保定府,25000,POINT,9506,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,37,Nanle,南乐县,南樂縣,115.197624,36.077473,河南南乐县,Xian,县,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Daming Fu,大名府,25000,POINT,9507,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,38,Yuancheng,元城县,元城縣,115.146523,36.275528,河北大名县,Xian,县,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Daming Fu,大名府,25000,POINT,9507,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,39,Daming,大名县,大名縣,115.146500,36.275528,河北大名县,Xian,县,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Daming Fu,大名府,25000,POINT,9507,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,40,Kai Zhou,开州,開州,115.005928,35.754284,河南濮阳县,Zhou,州,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Daming Fu,大名府,25000,POINT,9507,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,41,Dongming,东明县,東明縣,115.088844,35.298492,山东东明县,Xian,县,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Daming Fu,大名府,25000,POINT,9507,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,42,Qingfeng,清丰县,清豐縣,115.110039,35.908768,河南清丰县,Xian,县,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Daming Fu,大名府,25000,POINT,9507,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,43,Changyuan,长垣县,長垣縣,114.682724,35.198360,河南长垣县,Xian,县,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Daming Fu,大名府,25000,POINT,9507,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,44,Suning,肃宁县,肅寧縣,115.831810,38.431767,河北肃宁县,Xian,县,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Hejian Fu,河间府,25000,POINT,9508,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,45,Wuqiao,吴桥县,吳橋縣,116.503738,37.606762,河北吴桥镇,Xian,县,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Hejian Fu,河间府,25000,POINT,9508,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,46,Fucheng,阜城县,阜城縣,116.144707,37.868179,河北阜城县,Xian,县,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Hejian Fu,河间府,25000,POINT,9508,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,47,Xian Xian,献县,獻縣,116.114899,38.190697,河北献县,Xian,县,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Hejian Fu,河间府,25000,POINT,9508,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,48,Jing Zhou,景州,景州,116.258102,37.688007,河北景县,Zhou,州,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Hejian Fu,河间府,25000,POINT,9508,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,49,Gucheng,故城县,故城縣,116.124138,37.380795,河北故城县,Xian,县,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Hejian Fu,河间府,25000,POINT,9508,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,50,Ningjin,宁津县,寧津縣,116.792801,37.649857,山东宁津县,Xian,县,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Hejian Fu,河间府,25000,POINT,9508,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,51,Dongguang,东光县,東光縣,116.532822,37.884556,河北东光县,Xian,县,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Hejian Fu,河间府,25000,POINT,9508,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,52,Jiaohe,交河县,交河縣,116.285118,38.017044,河北泊头市西交河？,Xian,县,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Hejian Fu,河间府,25000,POINT,9508,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,53,Renqiu,任丘县,任丘縣,116.090485,38.707668,河北任丘市,Xian,县,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Hejian Fu,河间府,25000,POINT,9508,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,54,Hejian,河间县,河間縣,116.085533,38.435699,河北河间市,Xian,县,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Hejian Fu,河间府,25000,POINT,9508,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,55,Jize,鸡泽县,雞澤縣,114.874496,36.924026,河北鸡泽县,Xian,县,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Guangping Fu,广平府,25000,POINT,9509,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,56,Qinghe,清河县,清河縣,115.656303,37.070076,河北清河县西旧城,Xian,县,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Guangping Fu,广平府,25000,POINT,9509,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,57,Wei Xian,威县,威縣,115.259262,36.974178,河北威县,Xian,县,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Guangping Fu,广平府,25000,POINT,9509,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,58,Yongnian,永年县,永年縣,114.723068,36.701031,河北永年县东南永年,Xian,县,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Guangping Fu,广平府,25000,POINT,9509,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,59,Qu Zhou,曲周县,曲周縣,114.949654,36.779305,河北曲周县,Xian,县,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Guangping Fu,广平府,25000,POINT,9509,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,60,Ci Zhou,磁州,磁州,114.374245,36.359043,河北磁县,Zhou,州,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Guangping Fu,广平府,25000,POINT,9509,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,61,Feixiang,肥乡县,肥鄉縣,114.803101,36.552029,河北肥乡县,Xian,县,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Guangping Fu,广平府,25000,POINT,9509,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,62,Cheng'an,成安县,成安縣,114.694061,36.441349,河北成安县,Xian,县,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Guangping Fu,广平府,25000,POINT,9509,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,63,Guangping,广平县,廣平縣,114.936844,36.480518,河北广平县,Xian,县,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Guangping Fu,广平府,25000,POINT,9509,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,64,Handan,邯郸县,邯鄲縣,114.472038,36.593475,河北邯郸市,Xian,县,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Guangping Fu,广平府,25000,POINT,9509,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,65,Chifeng,赤峰县,赤峰縣,118.952454,42.268990,内蒙古赤峰市,Xian,县,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Chengde Fu,承德府,25000,POINT,9510,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,66,Fengning,丰宁县,豐寧縣,117.197258,41.230995,河北丰宁县东凤山镇,Xian,县,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Chengde Fu,承德府,25000,POINT,9510,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,67,Luanping,滦平县,灤平縣,117.730652,40.949322,河北承德市西南滦河镇,Xian,县,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Chengde Fu,承德府,25000,POINT,9510,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,68,Jianchang,建昌县,建昌縣,119.389893,41.239494,辽宁凌源县,Xian,县,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Chengde Fu,承德府,25000,POINT,9510,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,69,Chaoyang,朝阳县,朝陽縣,120.450783,41.580082,辽宁朝阳市,Xian,县,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Chengde Fu,承德府,25000,POINT,9510,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,70,Pingquan Zhou,平泉州,平泉州,118.680122,41.006470,河北平泉县,Zhou,州,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Chengde Fu,承德府,25000,POINT,9510,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,71,Longmen,龙门县,龍門縣,115.572678,40.779194,河北赤城县西南龙关,Xian,县,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Xuanhua Fu,宣化府,25000,POINT,9511,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,72,Xianghuangdengsiqi Muchang,镶黄等四旗牧厂,鑲黃等四旗牧廠,114.774872,41.234859,河北张北县东北牛家营子迤南,Muchang,牧厂,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Koubeisanting,口北三厅,25000,POINT,2065,FROM_TAN, ,傅林祥/余慰,邹逸麟,2001/06/30
,73,Duolunnuo'erting,多伦诺尔厅,多倫諾爾廳,116.470955,42.184219,内蒙古多伦县,Ting,厅,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Koubeisanting,口北三厅,25000,POINT,2065,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,74,Yumachang,御马厂,御馬廠,115.903275,41.981422,内蒙古正蓝旗西南老三城子,Muchang,牧厂,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Koubeisanting,口北三厅,25000,POINT,2065,FROM_TAN, ,傅林祥/余慰,邹逸麟,2001/06/30
,75,Huai'an,怀安县,懷安縣,114.465897,40.461559,河北怀安县南怀安镇,Xian,县,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Xuanhua Fu,宣化府,25000,POINT,9511,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,76,Dushikouting,独石口厅,獨石口廳,115.711235,41.313564,河北赤城县北独石口,Xian,厅,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Koubeisanting,口北三厅,25000,POINT,2065,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,77,Huailai,怀来县,懷來縣,115.712349,40.346069,河北怀来县,Xian,县,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Xuanhua Fu,宣化府,25000,POINT,9511,FROM_TAN, ,傅林祥/余慰,邹逸麟,2001/06/30
,78,Yanqing Zhou,延庆州,延慶州,115.968353,40.459694,北京延庆县,Zhou,州,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Xuanhua Fu,宣化府,25000,POINT,9511,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,79,Bao'an Zhou,保安州,保安州,115.214745,40.376556,河北涿鹿县,Zhou,州,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Xuanhua Fu,宣化府,25000,POINT,9511,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,80,Xining,西宁县,西寧縣,114.164383,40.111378,河北阳原县,Xian,县,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Xuanhua Fu,宣化府,25000,POINT,9511,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,81,Wei Zhou,蔚州,蔚州,114.569054,39.840538,河北蔚县,Zhou,州,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Xuanhua Fu,宣化府,25000,POINT,9511,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,82,Chicheng,赤城县,赤城縣,115.813980,40.913486,河北赤城县,Xian,县,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Xuanhua Fu,宣化府,25000,POINT,9511,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,83,Xuanhua,宣化县,宣化縣,115.051147,40.610363,河北宣化县,Xian,县,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Xuanhua Fu,宣化府,25000,POINT,9511,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,84,Wanquan,万全县,萬全縣,114.734733,40.864902,河北万全县,Xian,县,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Xuanhua Fu,宣化府,25000,POINT,9511,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,85,Zhangjiakouting,张家口厅,張家口廳,114.885941,40.791256,河北张家口市,Ting,厅,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Koubeisanting,口北三厅,25000,POINT,2065,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,86,Nanhe,南和县,南和縣,114.687309,36.999573,河北南和县,Xian,县,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Shunde Fu,顺德府,25000,POINT,9512,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,87,Tangshan,唐山县,唐山縣,114.698692,37.339809,河北隆   县西   城,Xian,县,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Shunde Fu,顺德府,25000,POINT,9512,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,88,Pingxiang,平乡县,平鄉縣,114.918419,36.980137,河北平乡县西南平乡城,Xian,县,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Shunde Fu,顺德府,25000,POINT,9512,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,89,Julu,巨鹿县,巨鹿縣,115.022842,37.212341,河北巨鹿县,Xian,县,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Shunde Fu,顺德府,25000,POINT,9512,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,90,Guangzong,广宗县,廣宗縣,115.146057,37.068100,河北广宗县,Xian,县,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Shunde Fu,顺德府,25000,POINT,9512,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,91,Xingtai,邢台县,邢臺縣,114.494263,37.066357,河北邢台市,Xian,县,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Shunde Fu,顺德府,25000,POINT,9512,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,92,Neiqiu,内丘县,內丘縣,114.511864,37.295002,河北内丘县,Xian,县,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Shunde Fu,顺德府,25000,POINT,9512,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,93,Shahe,沙河县,沙河縣,114.499619,36.936829,河北沙河市北沙河,Xian,县,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Shunde Fu,顺德府,25000,POINT,9512,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,94,Ren Xian,任县,任縣,114.680740,37.126076,河北任县,Xian,县,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Shunde Fu,顺德府,25000,POINT,9512,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,95,Ji Zhou,蓟州,薊州,117.401817,40.043865,天津蓟县,Zhou,州,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Shuntian Fu,顺天府,25000,POINT,9513,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,96,Baodi,宝坻县,寶坻縣,117.302422,39.725895,天津宝坻县,Xian,县,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Shuntian Fu,顺天府,25000,POINT,9513,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,97,Pinggu,平谷县,平谷縣,117.112839,40.136341,北京平谷县,Xian,县,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Shuntian Fu,顺天府,25000,POINT,9513,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,98,Shunyi,顺义县,順義縣,116.641403,40.127552,北京顺义县,Xian,县,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Shuntian Fu,顺天府,25000,POINT,9513,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,99,Changping Zhou,昌平州,昌平州,116.223679,40.222099,北京昌平县,Xian,州,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Shuntian Fu,顺天府,25000,POINT,9513,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,100,Miyun,密云县,密云縣,116.840462,40.371483,北京密云县,Xian,县,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Shuntian Fu,顺天府,25000,POINT,9513,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,101,Huairou,怀柔县,懷柔縣,116.625610,40.312084,北京怀柔县,Xian,县,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Shuntian Fu,顺天府,25000,POINT,9513,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,102,Gu'an,固安县,固安縣,116.301170,39.435631,河北固安县,Xian,县,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Shuntian Fu,顺天府,25000,POINT,9513,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,103,Tong Zhou,通州,通州,116.658806,39.905922,北京通县,Zhou,州,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Shuntian Fu,顺天府,25000,POINT,9513,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,104,Zhuo Zhou,涿州,涿州,115.968147,39.487221,河北涿县,Zhou,州,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Shuntian Fu,顺天府,25000,POINT,9513,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
,105,Dong'an,东安县,東安縣,116.743752,39.370434,河北涿州市,Xian,县,6,1820,9,1820,9,Qingchao,清朝,Zhili,直隶,Shuntian Fu,顺天府,25000,POINT,9513,FROM_AC, ,傅林祥/余慰,邹逸麟,2001/06/30
